Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Cse Engineering,Pointers, ,A pointer is,A keyword used to create variables,A variable that stores address of an instruction,A variable that stores address of other variable,All of the above, ,C," No answer description available for this question. <a href=""discussion-273"">Let us discuss</a>. "
Cse Engineering,Pointers, ,The operator used to get value at address stored in a pointer variable is,*,&,&&,||, ,A," No answer description available for this question. <a href=""discussion-272"">Let us discuss</a>. "
Cse Engineering,Strings, ,Which of the following function sets first n characters of a string to a given character?,strinit(),strnset(),strset(),strcset(), ,B," <p><b>Declaration</b>:</p> <p><i class=""C-code"">char *strnset(char *s, int ch, size_t n),</i> Sets the first <i class=""C-code"">n</i> characters of <i class=""C-code"">s</i> to <i class=""C-code"">ch</i></p><pre class=""code-pre""><code class=""cpp""><span class=""preprocessor"">#include &lt,stdio.h&gt,</span><span class=""preprocessor"">#include &lt,string.h&gt,</span><span class=""keyword"">int</span> main(<span class=""keyword"">void</span>){   <span class=""keyword"">char</span> *<span class=""built_in"">string</span> = <span class=""string"">""abcdefghijklmnopqrstuvwxyz""</span>,   <span class=""keyword"">char</span> letter = <span class=""string"">'x'</span>,   printf(<span class=""string"">""string before strnset: %s\n""</span>, <span class=""built_in"">string</span>),   strnset(<span class=""built_in"">string</span>, letter, <span class=""number"">13</span>),   printf(<span class=""string"">""string after  strnset: %s\n""</span>, <span class=""built_in"">string</span>),   <span class=""keyword"">return</span> <span class=""number"">0</span>,}</code></pre><p><b>Output</b>:</p><p>string before strnset: abcdefghijklmnopqrstuvwxyz</p><p>string after  strnset: xxxxxxxxxxxxxnopqrstuvwxyz</p> "
Cse Engineering,Strings, ,"If the two strings are identical, then strcmp() function returns",-1,1,0,Yes, ,C," <p><b>Declaration</b>: <i class=""C-code"">strcmp(const char *s1, const char*s2),</i></p><p>The <i class=""C-code"">strcmp</i> return an <i class=""C-code"">int</i> value that is</p><p>if s1 &lt,  s2 returns a value &lt, 0</p><p>if s1 == s2 returns 0</p><p>if s1 &gt, s2 returns a value &gt, 0</p> "
Cse Engineering,Strings, ,How will you print \n on the screen?,"printf(""\n""),","echo ""\\n"",","printf('\n'),","printf(""\\n""),", ,D," <p>The statement <i class=""C-code"">printf(""\\n""),</i> prints '\n' on the screen.</p> "
Cse Engineering,Strings, ,The library function used to find the last occurrence of a character in a string is,strnstr(),laststr(),strrchr(),strstr(), ,C," <p><b>Declaration</b>: <i class=""C-code"">char *strrchr(const char *s, int c),</i></p><p> It scans a string <i class=""C-code"">s</i> in the reverse direction, looking for a specific character <i class=""C-code"">c</i>. </p><p><b>Example</b>:</p><p></p><pre class=""code-pre""><code class=""cpp""><span class=""preprocessor"">#include &lt,string.h&gt,</span><span class=""preprocessor"">#include &lt,stdio.h&gt,</span><span class=""keyword"">int</span> main(<span class=""keyword"">void</span>){   <span class=""keyword"">char</span> text[] = <span class=""string"">""I learn through IndiaBIX.com""</span>,   <span class=""keyword"">char</span> *ptr, c = <span class=""string"">'i'</span>,   ptr = strrchr(text, c),   <span class=""keyword"">if</span> (ptr)      printf(<span class=""string"">""The position of '%c' is: %d\n""</span>, c, ptr-text),   <span class=""keyword"">else</span>      printf(<span class=""string"">""The character was not found\n""</span>),   <span class=""keyword"">return</span> <span class=""number"">0</span>,}</code></pre><p></p><p><b>Output</b>:</p><p>The position of 'i' is: 19</p> "
Cse Engineering,Strings, ,Which of the following function is used to find the first occurrence of a given string in another string?,strchr(),strrchr(),strstr(),strnset(), ,C," <p>The function <i class=""C-code"">strstr()</i> Finds the first occurrence of a substring in another string</p><p><b>Declaration</b>: char *strstr(const char *s1, const char *s2),</p><p><b>Return Value</b>:<br>On success, <i class=""C-code"">strstr</i> returns a pointer to the element in <i class=""C-code"">s1</i> where <i class=""C-code"">s2</i> begins (points to <i class=""C-code"">s2</i> in <i class=""C-code"">s1</i>).<br>On error (if <i class=""C-code"">s2</i> does not occur in <i class=""C-code"">s1</i>), <i class=""C-code"">strstr</i> returns null.</p><p><b>Example</b>:</p><pre class=""code-pre""><code class=""cpp""><span class=""preprocessor"">#include &lt,stdio.h&gt,</span><span class=""preprocessor"">#include &lt,string.h&gt,</span><span class=""keyword"">int</span> main(<span class=""keyword"">void</span>){   <span class=""keyword"">char</span> *str1 = <span class=""string"">""IndiaBIX""</span>, *str2 = <span class=""string"">""ia""</span>, *ptr,   ptr = strstr(str1, str2),   printf(<span class=""string"">""The substring is: %s\n""</span>, ptr),   <span class=""keyword"">return</span> <span class=""number"">0</span>,}</code></pre><p><b>Output</b>: The substring is: iaBIX</p> "
Cse Engineering,Strings, ,Which of the following function is more appropriate for reading in a multi-word string?,"printf(),","scanf(),","gets(),","puts(),", ,C," <p><i class=""C-code"">gets(),</i> collects a string of characters terminated by a new line from the standard input stream <i class=""C-code"">stdin</i></p><pre class=""code-pre""><code class=""cpp""><span class=""preprocessor"">#include &lt,stdio.h&gt,</span><span class=""keyword"">int</span> main(<span class=""keyword"">void</span>){   <span class=""keyword"">char</span> <span class=""built_in"">string</span>[<span class=""number"">80</span>],   printf(<span class=""string"">""Enter a string:""</span>),   gets(<span class=""built_in"">string</span>),   printf(<span class=""string"">""The string input was: %s\n""</span>, <span class=""built_in"">string</span>),   <span class=""keyword"">return</span> <span class=""number"">0</span>,}</code></pre><p><b>Output</b>:</p><p>Enter a string: IndiaBIX</p><p>The string input was: IndiaBIX</p> "
Cse Engineering,Strings, ,Which of the following function is correct that finds the length of a string?,"int xstrlen(char *s){    int length=0,    while(*s!='\0')    {    length++, s++, }    return (length),}","int xstrlen(char s){    int length=0,    while(*s!='\0')        length++, s++,    return (length),}","int xstrlen(char *s){    int length=0,    while(*s!='\0')        length++,    return (length),}","int xstrlen(char *s){    int length=0,    while(*s!='\0')        s++,    return (length),}", ,A," <p>Option A is the correct function to find the length of given string.</p><p><b>Example</b>:</p><pre class=""code-pre""><code class=""cpp""><span class=""preprocessor"">#include&lt,stdio.h&gt,</span><span class=""keyword"">int</span> xstrlen(<span class=""keyword"">char</span> *s){    <span class=""keyword"">int</span> length=<span class=""number"">0</span>,    <span class=""keyword"">while</span>(*s!=<span class=""string"">'\0'</span>)    { length++, s++, }    <span class=""keyword"">return</span> (length),}<span class=""keyword"">int</span> main(){    <span class=""keyword"">char</span> d[] = <span class=""string"">""IndiaBIX""</span>,    printf(<span class=""string"">""Length = %d\n""</span>, xstrlen(d)),    <span class=""keyword"">return</span> <span class=""number"">0</span>,}</code></pre><p><b>Output</b>: Length = 8</p> "
Cse Engineering,Input / Output, ,"In a file contains the line ""I am a boy\r\n"" then on reading this line into the array str using fgets(). What will str contain?","""I am a boy\r\n\0""","""I am a boy\r\0""","""I am a boy\n\0""","""I am a boy""", ,C," <p><b>Declaration</b>: <i class=""C-code"">char *fgets(char *s, int n, FILE *stream),</i></p><p><i class=""C-code"">fgets</i> reads characters from stream into the string <i class=""C-code"">s</i>. It stops when it reads either n - 1 characters or a newline character, whichever comes first.</p><p>Therefore, the string <i class=""C-code"">str</i> contain ""I am a boy\n\0""</p> "
Cse Engineering,Input / Output, ,"What is the purpose of ""rb"" in fopen() function used below in the code?FILE *fp,fp = fopen(""source.txt"", ""rb""),","open ""source.txt"" in binary mode for reading","open ""source.txt"" in binary mode for reading and writing","Create a new file ""source.txt"" for reading and writing",None of above, ,A," <p>The file <i class=""C-code"">source.txt</i> will be opened in the binary mode.</p> "
Cse Engineering,Input / Output, ,"What does fp point to in the program ?#include<stdio.h>int main(){    FILE *fp,    fp=fopen(""trial"", ""r""),    return 0,}",The first character in the file,A structure which contains a char pointer which points to the first character of a file.,The name of the file.,The last character in the file., ,B," <p>The <i class=""C-code"">fp</i> is a structure which contains a <i class=""C-code"">char</i> pointer which points to the first character of a file.</p> "
Cse Engineering,Input / Output, ,"Which of the following operations can be performed on the file ""NOTES.TXT"" using the below code?FILE *fp,fp = fopen(""NOTES.TXT"", ""r+""),",Reading,Writing,Appending,Read and Write, ,D," <p><i class=""C-code"">r+</i> Open an existing file for update (reading and writing).</p> "
Cse Engineering,Input / Output, ,"To print out a and b given below, which of the following printf() statement will you use?#include<stdio.h>float a=3.14,double b=3.14,","printf(""%f %lf"", a, b),","printf(""%Lf %f"", a, b),","printf(""%Lf %Lf"", a, b),","printf(""%f %Lf"", a, b),", ,A," <p>To print a float value, <i class=""C-code"">%f</i> is used as format specifier.</p><p>To print a double value, <i class=""C-code"">%lf</i> is used as format specifier.</p><p>Therefore, the answer is <i class=""C-code"">printf(""%f %lf"", a, b),</i></p> "
Cse Engineering,Input / Output, ,"Which files will get closed through the fclose() in the following program?#include<stdio.h>int main(){    FILE *fs, *ft, *fp,    fp = fopen(""A.C"", ""r""),    fs = fopen(""B.C"", ""r""),    ft = fopen(""C.C"", ""r""),    fclose(fp, fs, ft),    return 0,}","""A.C"" ""B.C"" ""C.C""","""B.C"" ""C.C""","""A.C""",Error in fclose(), ,D, <p>Extra parameter in call to fclose().</p> 
Cse Engineering,Input / Output, ,"On executing the below program what will be the contents of 'target.txt' file if the source file contains a line ""To err is human""?#include<stdio.h>int main(){    int i, fss,    char ch, source[20] = ""source.txt"", target[20]=""target.txt"", t,    FILE *fs, *ft,    fs = fopen(source, ""r""),    ft = fopen(target, ""w""),    while(1)    {        ch=getc(fs),        if(ch==EOF)            break,        else        {            fseek(fs, 4L, SEEK_CUR),            fputc(ch, ft),        }    }    return 0,}",r n,Trh,err,None of above, ,B," <p>The file <i class=""C-code"">source.txt</i> is opened in read mode and <i class=""C-code"">target.txt</i> is opened in write mode. The file <i class=""C-code"">source.txt</i> contains ""To err is human"".</p><p>Inside the while loop,</p><p> <i class=""C-code"">ch=getc(fs),</i> The first character('T') of the <i class=""C-code"">source.txt</i> is stored in variable <i class=""C-code"">ch</i> and it's checked for <i class=""C-code"">EOF</i>.</p><p> <i class=""C-code"">if(ch==EOF)</i> If <i class=""C-code"">EOF</i>(End of file) is true, the loop breaks and program execution stops.</p><p> If not <i class=""C-code"">EOF</i> encountered, <i class=""C-code"">fseek(fs, 4L, SEEK_CUR),</i> the file pointer advances 4 character from the current position. Hence the file pointer is in 5th character of file <i class=""C-code"">source.txt</i>.</p><p> <i class=""C-code"">fputc(ch, ft),</i> It writes the character 'T' stored in variable <i class=""C-code"">ch</i> to <i class=""C-code"">target.txt</i>.</p><p>The <i class=""C-code"">while</i> loop runs three times and it write the character 1st and 5th and 11th characters (""Trh"") in the <i class=""C-code"">target.txt</i> file.</p> "
Cse Engineering,Input / Output, ,"To scan a and b given below, which of the following scanf() statement will you use?#include<stdio.h>float a,double b,","scanf(""%f %f"", &a, &b),","scanf(""%Lf %Lf"", &a, &b),","scanf(""%f %Lf"", &a, &b),","scanf(""%f %lf"", &a, &b),", ,D," <p>To scan a float value, <i class=""C-code"">%f</i> is used as format specifier.</p><p>To scan a double value, <i class=""C-code"">%lf</i> is used as format specifier.</p><p>Therefore, the answer is <i class=""C-code"">scanf(""%f %lf"", &amp,a, &amp,b),</i></p> "
Cse Engineering,Input / Output, ,Out of fgets() and gets() which function is safe to use?,gets(),fgets(), , , ,B," Because, In fgets() we can specify the size of the buffer into which the string supplied will be stored. "
Cse Engineering,Input / Output, ,"Consider the following program and what will be content of t?#include<stdio.h>int main(){    FILE *fp,    int t,    fp = fopen(""DUMMY.C"", ""w""),    t = fileno(fp),    printf(""%d\n"", t),    return 0,}","size of ""DUMMY.C"" file","The handle associated with ""DUMMY.C"" file",Garbage value,Error in fileno(), ,B," <p><i class=""C-code"">fp = fopen(""DUMMY.C"", ""w""),</i> A file DUMMY.C is opened in write mode and returns the file pointer to <i class=""C-code"">fp</i></p><p><i class=""C-code"">t = fileno(fp),</i> returns the handle for the <i class=""C-code"">fp</i> stream and it stored in the variable <i class=""C-code"">t</i></p><p><i class=""C-code"">printf(""%d\n"", t),</i> It prints the handle number.</p> "
Cse Engineering,Bitwise Operators, ,In which numbering system can the binary number 1011011111000101 be easily converted to?,Decimal system,Hexadecimal system,Octal system,No need to convert, ,B," Hexadecimal system is better, because each 4-digit binary represents one Hexadecimal digit. "
Cse Engineering,Bitwise Operators, ,Which bitwise operator is suitable for turning off a particular bit in a number?,&& operator,& operator,|| operator,!  operator, ,B," No answer description available for this question. <a href=""discussion-497"">Let us discuss</a>. "
Cse Engineering,Bitwise Operators, ,Which bitwise operator is suitable for turning on a particular bit in a number?,&& operator,& operator,|| operator,|  operator, ,D," No answer description available for this question. <a href=""discussion-498"">Let us discuss</a>. "
Cse Engineering,Bitwise Operators, ,Which bitwise operator is suitable for checking whether a particular bit is on or off?,&& operator,& operator,|| operator,!  operator, ,B," No answer description available for this question. <a href=""discussion-496"">Let us discuss</a>. "
Cse Engineering,Const, ,"What will be the output of the program?#include<stdio.h>int main(){    int y=128,    const int x=y,    printf(""%d\n"", x),    return 0,}",128,Garbage value,Error,0, ,A," <p><b>Step 1</b>: <i class=""C-code"">int y=128,</i> The variable <i class=""C-code"">'y'</i> is declared as an integer type and initialized to value ""128"".</p><p><b>Step 2</b>: <i class=""C-code"">const int x=y,</i> The constant variable <i class=""C-code"">'x'</i> is declared as an integer and it is initialized with the variable <i class=""C-code"">'y'</i> value.</p><p><b>Step 3</b>: <i class=""C-code"">printf(""%d\n"", x),</i> It prints the value of variable <i class=""C-code"">'x'</i>.</p><p>Hence the output of the program is ""128""</p> "
Cse Engineering,Const, ,"What will be the output of the program?#include<stdio.h>#include<stdlib.h>union employee{    char name[15],    int age,    float salary,},const union employee e1,int main(){    strcpy(e1.name, ""K""),    printf(""%s %d %f"", e1.name, e1.age, e1.salary),    return 0,}",Error: RValue required,Error: cannot convert from 'const int *' to 'int *const',Error: LValue required in strcpy,No error, ,D," <p class=""ib-gray"">The output will be (in 16-bit platform DOS):</p><p>K 75 0.000000</p> "
Cse Engineering,Const, ,"What will be the output of the program?#include<stdio.h>int fun(int **ptr),int main(){    int i=10,    const int *ptr = &i,    fun(&ptr),    return 0,}int fun(int **ptr){    int j = 223,    int *temp = &j,    printf(""Before changing ptr = %5x\n"", *ptr),    const *ptr = temp,    printf(""After changing ptr = %5x\n"", *ptr),    return 0,}",Address of iAddress of j,10223,Error: cannot convert parameter 1 from 'const int **' to 'int **',Garbage value, ,C," No answer description available for this question. <a href=""discussion-551"">Let us discuss</a>. "
Cse Engineering,Const, ,"What will be the output of the program?#include<stdio.h>int main(){    const int x=5,    const int *ptrx,    ptrx = &x,    *ptrx = 10,    printf(""%d\n"", x),    return 0,}",5,10,Error,Garbage value, ,C," <p><b>Step 1</b>: <i class=""C-code"">const int x=5,</i> The constant variable <i class=""C-code"">x</i> is declared as an integer data type and initialized with value '5'.</p><p><b>Step 2</b>: <i class=""C-code"">const int *ptrx,</i> The constant variable <i class=""C-code"">ptrx</i> is declared as an integer pointer.</p><p><b>Step 3</b>: <i class=""C-code"">ptrx = &amp,x,</i> The address of the constant variable <i class=""C-code"">x</i> is assigned to integer pointer variable ptrx.</p><p><b>Step 4</b>: <i class=""C-code"">*ptrx = 10,</i> Here we are indirectly trying to change the value of the constant vaiable <i class=""C-code"">x</i>. This will result in an error.</p><p>To change the value of <i class=""C-code"">const</i> variable <i class=""C-code"">x</i> we have to use <i class=""C-code"">*(int *)&amp,x = 10,</i></p> "
Cse Engineering,Const, ,"What will be the output of the program in TurboC?#include<stdio.h>int fun(int **ptr),int main(){    int i=10, j=20,    const int *ptr = &i,    printf("" i = %5X"", ptr),    printf("" ptr = %d"", *ptr),    ptr = &j,    printf("" j = %5X"", ptr),    printf("" ptr = %d"", *ptr),    return 0,}",i= FFE2 ptr=12 j=FFE4 ptr=24,i= FFE4 ptr=10 j=FFE2 ptr=20,i= FFE0 ptr=20 j=FFE1 ptr=30,Garbage value, ,B," No answer description available for this question. <a href=""discussion-552"">Let us discuss</a>. "
