Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Mechanical Engineerng,Misscellaneous, ,"When a rigid body is suspended vertically, and it oscillates with a small amplitude under the action of the force of gravity, the body is known as",simple pendulum,compound pendulum,"<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/engineering-mechanics/32-97-4.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/engineering-mechanics/32-97-5.png"">", ,B," No answer description available for this question. <a href=""discussion-253"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"Moment of inertia of a hollow circular section, as shown in the below figure about X-axis, is  ","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/engineering-mechanics/32-97-2.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/engineering-mechanics/32-97-3.png"">",less than,greater than, ,D," No answer description available for this question. <a href=""discussion-93"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"Work done is said to be zero, when","some force acts on a body, but displacement is zero",no force acts on a body but some displacement takes place,either (a) or (b),none of the above, ,C," No answer description available for this question. <a href=""discussion-293"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The force which acts along the radius of a circle and directed away from the centre of the circle is called centrifugal force.,Agree,Disagree,10 joules/s,100 joules/s, ,A," No answer description available for this question. <a href=""discussion-265"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,One watt is equal to,0.1 joule/s,1 joule/s,15 N and 15 N,none of these, ,B," No answer description available for this question. <a href=""discussion-298"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,One litre of water occupies a volume of,100 cm3,250 cm3,500 cm3,1000 cm3, ,D," No answer description available for this question. <a href=""discussion-862"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The value of bulk modulus of a fluid is required to determine,Reynold's number,Froude's number,Mach number,Euler's number, ,C," No answer description available for this question. <a href=""discussion-1147"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,In a depressed nappe,the pressure below the nappe is atmospheric,the pressure below the nappe is negative,the pressure above the nappe is atmospheric,the pressure above the nappe is negative, ,B," No answer description available for this question. <a href=""discussion-985"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"In one dimensional flow, the flow",is steady and uniform,takes place in straight line,takes place in curve,takes place in one direction, ,B," No answer description available for this question. <a href=""discussion-882"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The kinematic viscosity is the,ratio of absolute viscosity to the density of the liquid,ratio of density of the liquid to the absolute viscosity,product of absolute viscosity and density of the liquid,product of absolute viscosity and mass of the liquid, ,A," No answer description available for this question. <a href=""discussion-1064"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The diameter of the nozzle (d) for maximum transmission of power is given by (where D = Diameter of pipe, f = Darcy 's coefficient of friction for pipe, and l = Length of pipe )","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-1.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-2.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-3.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-4.png"">", ,C," No answer description available for this question. <a href=""discussion-1012"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The discharge over a right angled notch is (where H = Height of liquid above the apex of notch),"<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i>","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i><sup>3/2</sup>","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i><sup>2</sup>","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i><sup>5/2</sup>", ,D," No answer description available for this question. <a href=""discussion-953"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"A weir is said to be broad crested weir, if the width of the crest of the weir is __________ half the height of water above the weir crest.",equal to.,less than,more than,wH2/3, ,C," No answer description available for this question. <a href=""discussion-977"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"A vertical wall is subjected to a pressure due to one kind of liquid, on one of its sides. The total pressure on the wall per unit length is (where w = Specific weight of liquid, and H = Height of liquid)",wH,wH/2,wH2/2,2.50%, ,C," No answer description available for this question. <a href=""discussion-828"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The length AB of a pipe ABC in which the liquid is flowing has diameter (d1) and is suddenly enlarged to diameter (d2) at B which is constant for the length BC. The loss of head due to sudden enlargement is,"<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-170-1.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-170-2.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-170-3.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-170-4.png"">", ,C," No answer description available for this question. <a href=""discussion-928"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Coefficient of contraction is the ratio of,actual velocity of jet at vena contracta to the theoretical velocity,loss of head in the orifice to the head of water available at the exit of the orifice,actual discharge through an orifice to the theoretical discharge,area of jet at vena contracta to the area of orifice, ,D," No answer description available for this question. <a href=""discussion-905"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"In a free nappe,",the pressure below the nappe is atmospheric,the pressure below the nappe is negative,the pressure above the nappe is atmospheric,the pressure above the nappe is negative, ,A," No answer description available for this question. <a href=""discussion-984"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"According to equation of continuity,",w1a1 = w2a2,w1v1 = w2v2,a1v1 = a2v2,a1/v1 = a2/v2, ,C," No answer description available for this question. <a href=""discussion-873"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Coefficient of resistance is the ratio of,actual velocity of jet at vena contracta to the theoretical velocity,area of jet at vena contracta to the area of orifice,loss of head in the orifice to the head of water available at the exit of the orifice,actual discharge through an orifice to the dieoretical discharge, ,C," No answer description available for this question. <a href=""discussion-906"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The discharge over a rectangular notch is (where b = Width of notch, and H = Height of liquid, above the sill of the notch)","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-161-1.png""> <i>C<sub>d</sub></i> x <i>b</i><span class=""root"">2<i>gH</i></span>","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-161-1.png""> <i>C<sub>d</sub></i> x <i>b</i><span class=""root"">2<i>g</i></span> x <i>H</i>","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-161-1.png""> <i>C<sub>d</sub></i> x <i>b</i><span class=""root"">2<i>g</i></span> x <i>H</i><sup>3/2</sup>","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-161-1.png""> <i>C<sub>d</sub></i> x <i>b</i><span class=""root"">2<i>g</i></span> x <i>H</i><sup>2</sup>", ,C," No answer description available for this question. <a href=""discussion-952"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The discharge through a siphon spillway is,Cd x a2gH,Cd x a2g x H3/2,Cd x a2g x H2,Cd x a2g x H5/2, ,A," No answer description available for this question. <a href=""discussion-987"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The maximum discharge over a broad crested weir is,0.384 Cd x L x H1/2,0.384 Cd x L x H3/2,1.71 Cd x L x H1/2,1.71 Cd x L x H3/2, ,D," No answer description available for this question. <a href=""discussion-979"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"In a venturimeter, the velocity of liquid at throat is __________ than at inlet.",higher,lower,16/RN,64/RN, ,A," No answer description available for this question. <a href=""discussion-895"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Which of the following is an example of laminar flow?,Under ground flow,Flow past tiny bodies,Flow of oil in measuring instruments,all of these, ,D," No answer description available for this question. <a href=""discussion-1085"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The pressure less than atmospheric pressure is known as,suction pressure,vacuum pressure,negative gauge pressure,all of these, ,D," No answer description available for this question. <a href=""discussion-808"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The total energy line lies over the hydraulic gradient line by an amount equal to the,pressure head,velocity head,pressure head + velocity head,pressure head - velocity head, ,B," No answer description available for this question. <a href=""discussion-994"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"A structure whose width is __________ the width of the channel, is called a flumed structure.",less than,more than,66.67%,76.66%, ,A," No answer description available for this question. <a href=""discussion-1042"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The coefficient of viscosity may be determined by,capillary tube method,orifice type viscometer,rotating cylinder method,all of these, ,D," No answer description available for this question. <a href=""discussion-1108"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The stability of a dam is checked for,tension at the base,overturning of the wall or dam,sliding of the wall or dam,all of these, ,D," No answer description available for this question. <a href=""discussion-835"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,An ideal fluid is frictionless and incompressible.,Correct,Incorrect,high pressure,atomospheric pressure, ,A," No answer description available for this question. <a href=""discussion-1076"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,A manometer is used to measure,low pressure,moderate pressure,metacentre,none of these, ,C," No answer description available for this question. <a href=""discussion-816"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The coefficient of discharge for an external mouthpiece is,0.375,0.5,0.707,0.855, ,D," No answer description available for this question. <a href=""discussion-940"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,A tank of uniform cross-sectional area (A) containing liquid upto height (H1) has an orifice of cross-sectional area (a) at its bottom. The time required to empty the tank completely will be,"<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-164-1.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-164-2.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-164-3.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-164-4.png"">", ,A," No answer description available for this question. <a href=""discussion-922"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The body will sink down if the force of buoyancy is __________ the weight of the liquid displaced.,equal to,less than,more than,none of these, ,B," No answer description available for this question. <a href=""discussion-843"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"If a body floating in a liquid returns back to its original position, when given a small angular displacement, the body is said to be in",neutral equilibrium,stable equilibrium,unstable equilibrium,all of these, ,B," No answer description available for this question. <a href=""discussion-852"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The pressure measured with the help of a piezometer tube is in,N/mm2,N/m2,head of liquid,w x Q (H + hf), ,C," No answer description available for this question. <a href=""discussion-812"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The weight per unit volume of a liquid at a standard temperature and pressure is called,specific weight,mass density,specific gravity,none of these, ,A," No answer description available for this question. <a href=""discussion-765"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The centre of buoyancy is the centre of area of the immersed body.,Correct,Incorrect,The body B is more stable than body A,The bodies A and B are unstable, ,A," No answer description available for this question. <a href=""discussion-845"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The metacentric heights of two floating bodies A and B are 1 m and 1.5 m respectively. Select the correct statement.,The bodies A and B have equal stability,The body A is more stable than body B,total energy measured above the horizontal datum,kinetic energy plotted above the free surface of water, ,C," No answer description available for this question. <a href=""discussion-851"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"In open channels, the specific energy is the",total energy per unit discharge,total energy measured with respect to the datum passing through the bottom of the channel,no force except gravity acts on the fluid,all of the above, ,B," No answer description available for this question. <a href=""discussion-1030"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,All the commercial liquid fuels are derived from natural petroleum (or crude oil).,TRUE,FALSE,Otto cycle,Diesel cycle, ,A," No answer description available for this question. <a href=""discussion-1574"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"A cycle consisting of one constant pressure, one constant volume and two isentropic processes is known as",Carnot cycle,Stirling cycle,high,very high, ,D," No answer description available for this question. <a href=""discussion-1531"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The efficiency and work ratio of a simple gas turbine cycle are,low,very low,kilo Joule,none of these, ,B," No answer description available for this question. <a href=""discussion-1553"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,An adiabatic process is one in which,no heat enters or leaves the gas,the temperature of the gas changes,the change in internal energy is equal to the mechanical workdone,all of the above, ,D," No answer description available for this question. <a href=""discussion-1438"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Water gas is obtained by passing air and a large amount of steam over waste coal at about 650°C.,Correct,Incorrect,"<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/thermodynamics/251-214-3.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/thermodynamics/251-214-4.png"">", ,B," No answer description available for this question. <a href=""discussion-1588"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The processes occuring in open system which permit the transfer of mass to and from the system, are known as",flow processes,non-flow processes,adiabatic processes,none of these, ,A," No answer description available for this question. <a href=""discussion-1409"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Which of the following has the minimum atomic mass?,Oxygen,Sulphur,Nitrogen,Carbon, ,D," No answer description available for this question. <a href=""discussion-1609"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Workdone in a free expansion process is,zero,minimum,maximum,positive, ,A," No answer description available for this question. <a href=""discussion-1445"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The pressure exerted by an ideal gas is __________ of the kinetic energy of all the molecules contained in a unit volume of gas.,one-half,one-third,two-third,three-fourth, ,C," No answer description available for this question. <a href=""discussion-1476"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The compression ratio for petrol engines is,3 to 6,5 to 8,15 to 20,20 to 30, ,B," No answer description available for this question. <a href=""discussion-1516"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The most probable velocity of the gas molecules is given by,"<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/thermodynamics/247-163-1.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/thermodynamics/247-163-2.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/thermodynamics/247-163-3.png"">","<img src=""https://www.indiabix.com/_files/images/mechanical-engineering/thermodynamics/247-163-4.png"">", ,B," No answer description available for this question. <a href=""discussion-1474"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The efficiency of Diesel cycle approaches to Otto cycle efficiency when,cut-off is increased,cut-off is decreased,cut-off is zero,cut-off is constant, ,C," No answer description available for this question. <a href=""discussion-1514"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The entropy __________ in an irreversible cyclic process.,remains constant,decreases,increases,32, ,C," No answer description available for this question. <a href=""discussion-1465"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The atomic mass of oxygen is,12,14,16,none of these, ,C," No answer description available for this question. <a href=""discussion-1607"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Carbonisation of coal consists of,drying and crushing the coal to a fine powder,moulding the finely ground coal under pressure with or without a binding material,heating the wood with a limited supply of air to temperature not less than 280°C,none of the above, ,D," No answer description available for this question. <a href=""discussion-1571"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The efficiency of Stirling cycle is __________ Carnot cycle.,greater than,less than,equal to,isothermal process, ,C," No answer description available for this question. <a href=""discussion-1498"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The value of specific heat at constant pressure (cp) is __________ that of at constant volume (cv).,less than,equal to,more than,Absolute pressure = Gauge pressure - Atmospheric pressure, ,C," No answer description available for this question. <a href=""discussion-1392"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"When coal is strongly heated continuously for 42 to 48 hours in the absence of air in a closed vessel, the process is known as __________ of fuel.",atomisation,carbonisation,Atmospheric pressure = Absolute pressure + Gauge pressure,full distillation, ,B," No answer description available for this question. <a href=""discussion-1568"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Which of the following is correct?,Absolute pressure = Gauge pressure + Atmospheric pressure,Gauge pressure = Absolute pressure + Atmospheric pressure,fractional distillation,A good fuel should have low ignition point., ,A," No answer description available for this question. <a href=""discussion-1327"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Which of the following gas is mostly used in town for street and domestic lighting and heating?,Producer gas,Coal gas,Mond gas,Coke oven gas, ,B," No answer description available for this question. <a href=""discussion-1592"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The value of gas constant (R) in S. I. units is,0.287 J/kgK,2.87 J/kgK,28.7 J/kgK,287 J/kgK, ,D," No answer description available for this question. <a href=""discussion-1380"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"In the first law of thermodynamics, the total energy of the system remains constant.",TRUE,FALSE,constant cut-off,none of these, ,A," No answer description available for this question. <a href=""discussion-1358"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"According to Avogadro's law, the density of any two gases is __________ their molecular masses, if the gases are at the same temperature and pressure.",equal to,directly proportional to,inversely proportional to,9-Jul, ,B," No answer description available for this question. <a href=""discussion-1384"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The kinetic energy of molecules of a gas becomes zero at absolute zero temperature.,Agree,Disagree,11-Apr,-237°F, ,A," No answer description available for this question. <a href=""discussion-1471"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,One kg of carbon monoxide requires __________ kg of oxygen to produce 11/7 kg of carbon dioxide gas.,All,4-Jul,237°F,none of these, ,B," No answer description available for this question. <a href=""discussion-1619"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The constant pressure, constant volume and constant pvn processes are regarded as irreversible process.",TRUE,FALSE,semi-reversible cycles,quasi-static cycles, ,A," No answer description available for this question. <a href=""discussion-1485"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,Stirling and Ericsson cycles are,reversible cycles,irreversible cycles,4-May,1, ,A," No answer description available for this question. <a href=""discussion-1501"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,When cut-off ratio is __________ the efficiency of Diesel cycle approaches to Otto cycle efficiency.,zero,1-May,thermodynamic cycle,none of these, ,A," No answer description available for this question. <a href=""discussion-1535"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"A series of operations, which takes place in a certain order and restore the initial conditions at the end, is known as",reversible cycle,irreversible cycle,Gay-Lussac law,Avogadro's law, ,C," No answer description available for this question. <a href=""discussion-1479"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The sum of internal energy (U) and the product of pressure and volume (p.v) is known as,workdone,entropy,enthalpy,none of these, ,C," No answer description available for this question. <a href=""discussion-1400"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The value of 1 mm of Hg is equal to,1.333 N/m2,13.33 N/m2,133.3 N/m2,1333 N/m2, ,C," No answer description available for this question. <a href=""discussion-1330"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,One kg of carbon requires 4/3 kg of oxygen and produces __________ kg of carbon monoxide gas.,8-Mar,11-Mar,11-Jul,7-Mar, ,D," No answer description available for this question. <a href=""discussion-1616"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The behaviour of a perfect gas, undergoing any change in the variables which control physical properties, is governed by",Boyle's law,Charles' law,Gay-Lussac law,all of these, ,D," No answer description available for this question. <a href=""discussion-1363"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,A nozzle is said to be a convergent nozzle,when the cross-section of the nozzle increases continuously from entrance to exit,when the cross-section of the nozzle decreases continuously from entrance to exit,when the cross-section of the nozzle first decreases from entrance to throat and then increases from its throat to exit,none of the above, ,B," No answer description available for this question. <a href=""discussion-1875"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,A turbine is said to have an axial discharge when the steam leaves the blade tip at __________ to the direction of the blade motion.,60°,90°,180°,270°, ,B," No answer description available for this question. <a href=""discussion-1944"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The flow through a nozzle is regarded as,constant volume flow,constant pressure flow,isothermal flow,isentropic flow, ,D," No answer description available for this question. <a href=""discussion-1872"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The ratio of total useful heat drop to the total isentropic heat drop, is called",stage efficiency,internal efficiency,Rankine efficiency,none of these, ,B," No answer description available for this question. <a href=""discussion-2001"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The discharge of steam in a convergent-divergent nozzle __________ after the throat (i.e. in the divergent portion of the nozzle),remains constant,decreases,increases,V = 44.72 K hd, ,A," No answer description available for this question. <a href=""discussion-1898"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The rate of discharge through the nozzle __________ when the exit pressure is gradually reduced.,remains same,decreases,increases,all of these, ,C," No answer description available for this question. <a href=""discussion-1916"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The velocity of steam leaving the nozzle (V) is given by (where K = Nozzle coefficient or nozzle efficiency, and hd = Enthalpy or heat drop during expansion of steam in a nozzle)",V = 44.72 hd K,V = 44.72 K hd,V = 44.72 K hd,0.601, ,C," No answer description available for this question. <a href=""discussion-1890"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The isentropic enthalpy drop in moving blade is two-third of the isentropic enthalpy drop in fixed blades of a turbine. The degree of reaction will be,0.4,0.56,0.67,1.67, ,A," No answer description available for this question. <a href=""discussion-1964"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,The impulse reaction turbine has its driving force,as an impulsive force,as a reaction force,partly as an impulsive force and partly as a reaction force,none of the above, ,C," No answer description available for this question. <a href=""discussion-1967"">Let us discuss</a>. "
Mechanical Engineerng,Misscellaneous, ,"The turbine, in which the general direction of the steam flow is parallel to the turbine axis, is called axial flow turbines",TRUE,FALSE,total useful heat drop to the total isentropic heat drop,none of the above, ,A," No answer description available for this question. <a href=""discussion-1945"">Let us discuss</a>. "
