Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
ECE,Materials and Components, ,The number of valence electrons in pentavalent impurity is,5,4,3,1, ,A, <p>Pentavalent means 5 valence electrons.</p> 
ECE,Materials and Components, ,"If the diameter of a wire is doubled, its current carrying capacity becomes",one-fourth,half,twice,four times, ,D, <p>Current carrying capacity depends on area of cross-section.</p> 
ECE,Materials and Components, ,"The law J = ÏE, where J is current density, Ï is electrical conductivity and E is field strength is",Ohm's law,Gauss law,Ampere's law,Biot-Savart law, ,A, <p>It is another form of Ohm's law.</p> 
ECE,Materials and Components, ,Assertion (A):  Silicon is less sensitive to changes in temperature than germanium.Reason (R):  Cut in voltage in silicon is less than that in germanium.,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,C, <p>Cut in voltage of silicon is higher than that in germanium.</p> 
ECE,Materials and Components, ,Material which lack permanent magnetic dipoles are known as,paramagnetic,diamagnetic,ferromagnetic,ferrimagnetic, ,B, <p>Diamagnetic materials have no permanent magnetic diploes.</p> 
ECE,Materials and Components, ,"A parallel plate capacitor has its length, width and separation doubled. It fringing effects are neglected, to keep the capacitance same, the dielectric constant must be",halved,kept the same,doubled,made 4 times, ,A," <p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/25-251-1.png"">. When dimensions are changed, A become four times and <i>d</i> becomes twice.</p><p>Since â<sub>0</sub> is constant, â<sub><i>r</i></sub> must be halved to keep C constant.</p> "
ECE,Materials and Components, ,"Assertion (A):  In imperfect capacitors, the current does not lead the applied ac voltage by 90Â°.Reason (R):  When subjected to ac fields, the dielectric constant can be expressed as â'r - jâ""r.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,A, <p>Imaginary part of â<sub><i>r</i></sub> gives rise to absorption of energy by the material from alternating field. </p><p>Hence current does not lead the voltage by 90Â°.</p> 
ECE,Materials and Components, ,"In atomic physics, a state with l = 0 is called p state.",TRUE,FALSE, , , ,B, <p>The state with <i>l</i> = 0 is called <i>s</i> state.</p> 
ECE,Materials and Components, ,If a sample of germanium and a sample of silicon have the same impurity density and are kept at room temperature,both will have equal value of resistivity,both will have equal negative resistivity,resistivity of germanium will be higher than that of silicon,resistivity of silicon will be higher than that of germanium, ,D, <p>Resistivity of silicon is more than that of germanium.</p> 
ECE,Materials and Components, ,"When an electric field E is applied to solid and liquid insulating materials, the internal field Ei acting at the location of atom is such that",Ei = E,Ei > E,Ei < E,Ei may be equal to or less than E, ,B, <p>The actual field seen by an atom is larger than applied field.</p> 
ECE,Materials and Components, ,Which element exhibits the property of inertia?,Resistance,Capacitance,Inductance,Both resistance and inductance, ,C, <p>Inductance opposes rise and decay of current. Hence it has the property of inertia.</p> 
ECE,Materials and Components, ,For a permanent magnetic material,the residual induction and coercive field should be large,the residual induction and coercive field should be small,area of hysteresis loop should be small,initial relative permeability should be high, ,A, <p>Materials suitable for permanent magnet have large hysteresis loop.</p><p>Hence residual and coercive field are large.</p> 
ECE,Materials and Components, ,"In a coaxial cable, braided copper is used for",conductor,shield,dielectric,jacket, ,B, <p>Braided material is used for shield.</p> 
ECE,Materials and Components, ,The hysteresis phenomenon in ferromagnetic materials exists at all temperatures.,TRUE,FALSE, , , ,B, <p>Hysteresis phenomenon exists below ferromagnetic curie temperature.</p> 
ECE,Materials and Components, ,"Assertion (A):  Magnetic susceptibility of diamagnetic materials is much less than that of paramagnetic materials.Reason (R):  For diamagnetic as well as paramagnetic materials, Î¼r is nearly equal to 1.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,A, <p>Magnetic susceptibility = (Î¼<sub><i>r</i></sub> - 1)H. </p><p>For diamagnetic and paramagnetic materials magnetic susceptibility is very very small and Î¼<sub><i>r</i></sub> = 1.</p> 
ECE,Materials and Components, ,The attraction between the nucleus and valence electron of copper atom is,zero,weak,strong,either zero or strong, ,B," <p>The valence electron, in copper atom, can be easily detached from nucleus.</p> "
ECE,Materials and Components, ,"If the temperature of an extrinsic semiconductor is increased so that the intrinsic carrier concentration is doubled, then",the majority carrier density is doubled,the minority carrier density is doubled,the minority carrier density becomes 4 times the original value,both the majority and minority carrier densities double, ,D," <p>As the intrinsic carrier concentration is doubled, the concentration of both electrons and holes is doubled.</p> "
ECE,Materials and Components, ,There is no hysteresis phenomenon is any dielectric material.,TRUE,FALSE, , , ,B, <p>Hysteresis phenomenon exists in dielectic materials.</p> 
ECE,Materials and Components, ,The units of Î¼0 and Î¼r are,H/m for both,H/m for Î¼r and no units for Î¼0,H/m for Î¼0 and no units for Î¼r,Wb/m for Î¼0 and no units for Î¼r, ,C, <p>Î¼<sub><i>r</i></sub> is only a numeric.</p> 
ECE,Materials and Components, ,In metals the valence electron wave functions are strongly perturbed by the presence of neighbouring atoms.,TRUE,FALSE, , , ,A, <p>In a metal valence electrons are shared by all atoms.</p> 
ECE,Materials and Components, ,"For a paramagnetic material, susceptiblity increases with increasing temperature.",TRUE,FALSE, , , ,B," <p>Susceptibility â <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/27-419-1.png"">.</p> "
ECE,Materials and Components, ,Hydrogen is used in,large size transformers,MCB,large size generators,circuit breakers, ,C, <p>Modem large size generators have hydrogen cooling.</p> 
ECE,Materials and Components, ,"Assertion (A):  Ferroelectric materials have spontaneous polarization.Reason (R):  Above curie temperature, â =  for ferro-electric materials.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,B, <p>Both A and R are correct. Spontaneous polarization vanishes above ferroelectric curie temperature.</p> 
ECE,Materials and Components, ,"If e is the charge of an electron, R is the radius of its orbit and Ï is the angular velocity of electron, the magnetic dipole moment Î¼m of the orbit is |Î¼m| = eÏR2.",TRUE,FALSE, , , ,B, <p>1 Î¼<sub><i>m</i></sub> 1 = 0.5 <i>e</i>Ï<sub><i>r</i></sub><sup>2</sup>.</p> 
ECE,Materials and Components, ,"If âr' and âr"" are the real and imaginary parts of complex dielectric constant âr, and Î´ is the loss angle. Then","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/69-1.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/69-2.png"">","tan Î´ = â'â""",tan Î´ = 1 - â', ,B," <p>If â<sub><i>r</i></sub><sup><i>""</i></sup> = 0, Î´ = 0.</p> "
ECE,Materials and Components, ,"Assertion (A):  At a temperature of 1000 K, thermionic emission current is about 0.1 A/cm2 of surface.Reason (R):  Thermionic emission current is given by Ith = SA0 T2 e-Ew/kT.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,A, <p>If different values are substituted in the equation for I<sub>th</sub> the value of emission current comes out to be about 0.1 A/cm<sup>2</sup>.</p> 
ECE,Materials and Components, ,"At room temperature, the current in intrinsic semiconductor is due to",holes,electrons,ions,holes and electrons, ,D, <p>Both electrons and holes contribute to flow of current in semiconductors.</p> 
ECE,Materials and Components, ,Ferroelectric materials are those which,cannot be polarized,have a permanent polarization,have ae equal to zero,have Î¼p = 0, ,B, <p>Ferroelectric materials have permanent polarization.</p> 
ECE,Materials and Components, ,"Assertion (A):  Power loss in a conductor of resistance P = I2R.Reason (R):  When a conductor is carrying current with current density J as a result of applied field E, then heat developed/m3/ second = JE.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,A, <p>Heat developed depends an power loss.</p> 
ECE,Materials and Components, ,"Assertion (A):  For Diamond, Î¼r = 1Reason (R):  Diamond is a diamagnetic material.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,A, <p>For diamagnetic materials Î¼<sub><i>r</i></sub> = 1.</p> 
ECE,Materials and Components, ,"If n denotes principal quantum number, the angular quantum number l = 0, 1... (n - 1).",TRUE,FALSE, , , ,A, <p>Angular quantum number determines the angular momentum of electron.</p> 
ECE,Materials and Components, ,"Assertion (A):  In a perfect capacitor, the current density is given by Ï â0E0â'rcos(Ït + 90Â°), where âr' is real part of dielectric constant.Reason (R):  In a perfect capacitor, dielectric losses are zero.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,A," <p>If dielectric losses are zero, the current in capacitor leads the applied voltage by 90Â°. </p><p>Also imaginary part of is â<sub><i>r</i></sub> is zero.</p> "
ECE,Materials and Components, ,"Assertion (A):  For a solenoid having N turns, .Reason (R):  For all magnetic materials, B increases linearly with I.",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,C, <p>Increase of B with I is not linear. Hence R is false.</p> 
ECE,Materials and Components, ,"Assertion (A):  From the slope of the line in Figure, we can find permanent dipole moment of the molecules.Reason (R):  Total polarization of a polyatomic gas is given by P = N(ae + ai + Î¼2p / 3kT)E.  ",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,A," <p>The slope of the line in figure is <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/26-306-1.png"">. </p><p>Since the total polarization is as given by the expression, we can find the permanent dipole moment of the molecules from the slope.</p> "
ECE,Materials and Components, ,"Assertion (A):  If E is available energy state eV and EF is Fermi level, then probability of energy state E being occupied = 0.5.Reason (R): .",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true, ,B," <p>E = E<sub>F</sub>, <i>f</i>(E) = 0.5.</p> "
ECE,Materials and Components, ,If a piece of wood is placed in a magnetic field,the magnetic field will not be affected,the magnetic lines of force will bend towards the piece,the magnetic lines of force will bend away from the piece,the flux may increase or decrease, ,A, <p>Wood is non-magnetic.</p> 
ECE,Materials and Components, ,The apparent capacitance at a high angular frequency Ï of an air cored capacitor having capacitance C and inductance L is given by,"<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/238-1.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/238-2.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/238-3.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/238-4.png"">", ,B," <p>The combination can be represented as L and C in series.</p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/25-238-1.png"">.</p><p>Therefore, <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/materials-and-components/25-238-2.png"">.</p> "
ECE,Materials and Components, ,The number of valence electrons in donor impurity are,5,4,3,1, ,A, <p>Donor impurity has 5 valence electrons (while silicon has 4 valence electrons).</p><p>Hence donor impurity can donate electrons.</p> 
ECE,Materials and Components, ,"In a true valence crystal, the bonding between the atoms is accomplished by the sharing of valence electrons.",TRUE,FALSE, , , ,A, <p>Sharing of valence electons is a characteristic of true valence crystal.</p> 
ECE,Materials and Components, ,Which of the following are donor impurities? GoldPhosphorusBoronAntimonyArsenicInduim Select the correct answer using the following codes,"1, 2, 3","1, 2, 4, 6","3, 4, 5, 6","2, 4, 5", ,D, <p>Donor impurities have five valence electrons.</p> 
ECE,Networks Analysis and Synthesis, ,"In a parallel resonant circuit, the circuit current at resonance is maximum.",TRUE,FALSE, , , ,B, <p>In parallel resonance current is minimum.</p> 
ECE,Networks Analysis and Synthesis, ,The rms value of wave in figure is,about 95 V,about 80 V,about 50 V,about 25 V, ,B," <p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/163-422-1.png""></p> "
ECE,Networks Analysis and Synthesis, ,"An RLC series circuit is underdamped. To make it overdamped, the value of R",has to be increased,has to be decreased,has to be increased to infinity,has to be reduced to zero, ,A, <p>For overdamping R is more.</p> 
ECE,Networks Analysis and Synthesis, ,Henry is equivalent to,Volts/Ampere,Weber/Volt,Weber/Ampere,Weber/Ampere2, ,C, <p>Inductance is flux per ampere.</p> 
ECE,Networks Analysis and Synthesis, ,In a minimum function,the degree of numerator and denominator are equal,the degree of numerator and denominator are unequal,the degree of numerator is one more than degree of denominator,the degree of numerator is one less than degree of denominator, ,A," <p>If degrees of numerator and denominator were unequal, a pole or zero can be removed. Such a function cannot be a minimum function. Therefore degrees of numerator and denominator must be equal.</p> "
ECE,Networks Analysis and Synthesis, ,"When a current source I is suddenly connected across a two terminal relaxed RC circuit at time t = 0, the voltage across the current source is shown in figure. The RC circuit is",a series combination of R and C,a parallel combination of R and C,a series combination of R and parallel combination of R and C,a pure capacitor, ,C, <p>Initially capacitor behaves as short-circuit and finally as open circuit.</p> 
ECE,Networks Analysis and Synthesis, ,"The driving-point impedance Z(s) of a network has a pole-zero locations as shown in the figure. If Z(0) = 3, then Z (s) is","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-2.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-3.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-4.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-5.png"">", ,B," <p>From figure, The impedance function</p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-968-1.png""> </p><p>and Z(0) = <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-968-2.png""> while in question Z(0) = 3</p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""> <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-968-2.png""> = 3 <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""> <i>k</i> = 2.</p> "
ECE,Networks Analysis and Synthesis, ," and i(t) is a unit step, then V(t) in the steady state is given by",4-Sep,4-Mar,0,â, ,A," <p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-809-1.png""></p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-809-2.png""> = 4/9.</p> "
ECE,Networks Analysis and Synthesis, ,For a transmission line open circuit and short circuit impedances are 20 Î© and 5 Î©. Then characteristic impedance is,100 Î©,50 Î©,25 Î©,10 Î©, ,D," <p>Z<sub>0</sub> = <span class=""root"">Z<sub><i>oc</i></sub> Z<sub><i>sc</i></sub></span> .</p> "
ECE,Networks Analysis and Synthesis, ,The terms RMS and average values apply only to sine waves.,TRUE,FALSE, , , ,B, <p>These terms are applicable to all waveshapes.</p> 
ECE,Networks Analysis and Synthesis, ,The drift velocity of electrons is,very small as compared to speed of light,equal to speed of light,almost equal to speed of light,half the speed of light, ,A, <p>Drift velocity of electrons is very small.</p> 
ECE,Networks Analysis and Synthesis, ,Wave A = 100 sin Ït and wave B = 100 cos Ït. Then,rms values of the two waves are equal,rms values of A is more than that of B,rms values of A is less than that of B,rms values of the two waves may or may not be equal, ,A," <p>Since peak values are equal, their rms values are equal irrespective of phase difference.</p> "
ECE,Networks Analysis and Synthesis, ,"Z(c) for the network shown in the figure is  The value of C and R are, respectively",1/6 F and 4 Î©,2/9 F and 9/2 Î©,2/3 F and 1/2 Î©,1/2 F and 1 Î©, ,A," No answer description available for this question. <a href=""discussion-2452"">Let us discuss</a>. "
ECE,Networks Analysis and Synthesis, ,"In an R-C series circuit excited by a voltage E, the charge across capacitor at t = 0+ is",0,CE,CE (1 - e-t/RC),none of the above, ,A, <p>Voltage across a capacitor cannot change instantaneously.</p> 
ECE,Networks Analysis and Synthesis, ,"Two networks are cascaded through an ideal buffer. If td1 and td2 are delay times of network, the overall delay time is",td1 + td2,t2d1 + t2d2,td1 + td2,"<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/117-622-1.png"">", ,C, <p>In cascaded networks delay times are added.</p> 
ECE,Networks Analysis and Synthesis, ,A series RC circuit has R = 5 Î© and C = 10 Î¼F. The current in the circuit is 5 sin 20000t. The applied voltage is,252 sin (20000t + 45Â°),252 sin (20000t - 45Â°),252 sin 20000t,252 sin (20000t - 90Â°), ,B," <p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-331-1.png""></p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-331-2.png""></p><p>Z = <span class=""root"">R<sup>2</sup> + X<sub>C</sub><sup>2</sup></span> = <span class=""root"">50</span></p><p>V = 5<span class=""root"">50</span> sin(20000 t - 45Â°)</p><p>V = 25<span class=""root"">2</span> sin(20000 t - 45Â°)</p> "
ECE,Networks Analysis and Synthesis, ,A capacitor stores 0.15C at 5 V. Its capacitance is,0.75 F,0.75 Î¼F,0.03 F,0.03 Î¼F, ,C, <p>Q = CV or 0.15 = C(5) or C = 0.03 F.</p> 
ECE,Networks Analysis and Synthesis, ,"A 0.5 Î¼F capacitor is connected across a 10 V battery. After a long time, the circuit current and voltage across capacitor will be",0.5 A and 0 V,0 A and 10 V,20 A and 5 V,0.05 A and 5 V, ,B," <p>When the capacitor is fully charged, <i>i</i> = 0 and voltage across capacitor is equal to battery voltage.</p> "
ECE,Networks Analysis and Synthesis, ,"For node 1 in figure, KCL equation is","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-448-2.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-448-3.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-448-4.png"">",none of the above, ,C," <p><i>i</i>(<i>t</i>) is the incoming current. The currents leaving node 1 are <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/163-448-1.png""></p> "
ECE,Networks Analysis and Synthesis, ,"In the circuit of figure, the switch is closed at t = 0. At t = 0+ the current through C is",4:00 AM,2.5 A,3.1 A,0, ,A, <p>Capacitor behaves as a short-circuit at <i>t</i> = 0.</p> 
ECE,Networks Analysis and Synthesis, ,"A cable has an insulation resistance of 1010 ohms. If the length is doubled, the insulation resistance will be",2 x 1010 Î©,0.5 x 1010 Î©,1010 Î©,4 x 1010 Î©, ,B, <p>Insulation resistance of cable is inversely proportional to length.</p> 
ECE,Networks Analysis and Synthesis, ,", i(t) =",3e-4t - e-5t,3e-4t - 2e-3t,2e-4t - 5e-2t,3e-4t - e-t, ,B," <p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/164-494-1.png""></p><p><i>i</i>(<i>t</i>) = 3<i>e</i><sup>-4<i>t</i></sup> - 2<i>e</i><sup>-3<i>t</i></sup></p> "
ECE,Networks Analysis and Synthesis, ,"In the figure shown, A1, A2, A3 are identical Ammeters. If A1 and A3 read 5 and 13 A respectively, reading of A2 will be",8,13 A,18,12:00 AM, ,D," <p>A<sub>2</sub> = <span class=""root"">13<sup>2</sup> - 25</span> <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""> 12 A.</p> "
ECE,Networks Analysis and Synthesis, ,Which of the following pairs are correctly matched? Brune's realisation : realisation with ideal transformer.Cauer realisation : ladder realisation.Bott Duffin realisation : with non ideal transformer. Select the answer using the following codes:,"1, 2 and 3",2 and 3,1 and 3,1 and 2, ,D, <p>Bott Duffins realisation does not use transformer.</p> 
ECE,Networks Analysis and Synthesis, ,The synthesis of minimum function was suggested by,O'Brune,R. Richards,Bott and Duffin,none of the above, ,A, <p>The procedure is called Brune's synthesis.</p> 
ECE,Networks Analysis and Synthesis, ,C = (2) (energy)/V2,TRUE,FALSE, , , ,A," <p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/175-1248-1.png""></p> "
ECE,Networks Analysis and Synthesis, ,A 3 phase balanced supply feeds 3 phase unbalanced load. Power supplied to the load can be measured by using 2 wattmeterone wattmeter3 wattmeter Which of the above statements is correct?,1 and 2,1 and 3,2 and 3,3 alone, ,B, <p>A minimum of 2 wattmeters is required to measure 3 phase power. Of course power can be measured by putting one wattmeter in each phase.</p> 
ECE,Networks Analysis and Synthesis, ,Which of the following is correct for a driving point functions?,The real parts of all poles must be negative,The real parts of all poles and zeros must be negative,The real parts of all poles and zeros must be negative or zero,The real parts of all zeros must be negative, ,C, <p>It is a necessary condition for response to be stable.</p> 
ECE,Networks Analysis and Synthesis, ,An infinite ladder is constructed with 1 Î© and 2 Î© resistors shown below.,8.18 A,12:00 AM,9:00 AM,can't determined, ,C," <p>R = 1 + (2 || R)</p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""> R = 2</p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/171-899-1.png"">.</p> "
ECE,Networks Analysis and Synthesis, ,In the circuit of figure the voltage across capacitor when switch is closed at t = â is,0 V,20 V,very large,7.5 V, ,D," <p>Voltage across capacitor = voltage across 3Î© resistance = <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/160-183-1.png""></p> "
ECE,Networks Analysis and Synthesis, ,"In the series circuit shown in figure, for series resonance, the value of the coupling coefficient, K will be",0.25,0.5,0.1,1, ,A," <p>Mutual inductance <i>w</i><sub><i>m</i></sub> = Ï<i>k</i> <span class=""root"">L<sub>1</sub>L<sub>2</sub></span></p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""> <i>m</i> = <span class=""root""><i>k</i>. 2. 8<i>j</i><sup>2</sup></span> = 4<i>k. <i>j</i></i></p><p>Z = 20 - <i>j</i>10 + <i>j</i>2 + <i>j</i>6 + 2.4<i>kj</i> - 2<i>j</i> + 8<i>kj</i> = 0 at resonance</p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""> -2 = -8<i>k</i></p><p><i>k</i> = 1/4 <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""> 0.25 .</p> "
ECE,Networks Analysis and Synthesis, ,"The degree of the nodes 1, 2, 3, 4 is",2,3,"2 for 1, 2, 3, and 3 for 4",all 3, ,D, <p>Degree of node is the no.of branch incident to it.</p> 
ECE,Networks Analysis and Synthesis, ,In an RC series circuit R = 100 Î© and XC = 10 Î©. In this circuit,the current and voltage are in phase,the current leads the voltage by about 6Â°,the current leads the voltage by about 84Â°,the current lags the voltage by about 6Â°, ,B," <p>In RC circuit the current leads the voltage. <img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/161-201-1.png""></p> "
ECE,Networks Analysis and Synthesis, ,"The impedance of an RC series circuit is 12 Î© at f= 50 Hz. At f= 200 Hz, the impedance will be",more than 12,less than 3,more than 3 Î© but less than 12 Î©,more than 12 Î© but less than 24 Î©, ,C," <p>Z = <span class=""root"">R<sup>2</sup> + X<sub>C</sub><sup>2</sup></span>. When <i>f</i> is made four times, X<sub>C</sub> becomes one-fourth but R remains the same.</p> "
ECE,Networks Analysis and Synthesis, ,A current is flowing through a conductor with non-uniform area of cross-section. Then,current will be different at different cross-sections.,current will be the same at all the cross-sections.,current will be different but current density will be same at all the cross-sections,current will be the same but current density will be different at different cross-sections., ,D," <p>Current density = current/area of cross-section. Same current throughout the conductor. </p><p>Since, area of cross-section is non-uniform, current density will be different at different cross-sections.</p> "
ECE,Networks Analysis and Synthesis, ,"A series RL circuit has . If a voltage 4 sint + 4t is applied, the steady state current will be",4 sin (4t - 45Â°),"<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-330-2.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-330-3.png"">","<img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-330-4.png"">", ,B," <p>R = 4 Î©, L = 1 H, Ï = 4 rad/sec, X<sub>L</sub> = 4 Î©</p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-330-1.png""></p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-330-2.png""></p><p><img src=""https://www.indiabix.com/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-330-3.png""></p> "
