Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Current Affairs,Miscellaneous, ,Regional Conference on 'Improving Public Service Delivery - Role of Governments' was held in which city?,New Delhi,Nagpur,Dehradun,Indore, ,B," Regional Conference on 'Improving Public Service Delivery - Role of Governments' was organised in Nagpur on December 21-22, 2019. "
Current Affairs,Miscellaneous, ,Which app has been launched by Kolkata police for public utility service?,Safe,Bondhu,Sharref,Gyesthu, ,B, Kolkata Police launches revamped Bondhu mobile phone app with a new feature of panic button. Kolkata Police Citizen App is a public utility service application. This App can be downloaded from Google Play Store. 
Current Affairs,Miscellaneous, ,Which bank is to provide loan to upgrade state highways and major district roads in Madhya Pradesh?,AIIB,ADB,RBI,ICICI, ,B," The Asian Development Bank (ADB) and the Government of India signed a $490 million loan for public-private partnership (PPP) projects in the state of Madhya Pradesh. It was signed by Shri Sameer Kumar Khare, Additional Secretary of Fund Bank and ADB, Department of Economic Affairs, Ministry of Finance, and Mr. Kenichi Yokoyama, Country Director of ADB's India Resident Mission. It aims to upgrade about 1,600 km of state highways and major district roads. "
Current Affairs,Miscellaneous, ,"Which state government unveiled the ""Jalsathi"" programme?",Haryana,Odisha,Uttar Pradesh,Jharkhand, ,B," Odisha state government unveiled the ""Jalsathi"" programme. It was launched by the Odisha Chief Minister Naveen Patnaik. He also distributed water quality testing kits and point of sale (POS) machines to the women volunteers ""Jalasathis"". The Jalsathi programme aims to ensure the supply of safe drinking water to all households in the state. The Water Corporation of Odisha (WATCO) and women federations in Bhubaneswar signed a memorandum of understanding (MoU) for the implementation of the Jalsathi programme. "
Current Affairs,Miscellaneous, ,The first Janta clinic of Rajasthan has been inaugurated in which city?,Jaipur,Ajmer,Jodhpur,Sariska, ,A," Rajasthan Chief Minister Ashok Gehlot inaugurated the first Janta clinic at Valmiki Basti in Malviya Nagar, Jaipur on 18 December 2019. The chief minister had announced Janta clinics during the state budget. Janta clinic will provide free primary health care to poor people living in city slums. In the first phase, 12 Janta clinics are to be opened where people will get free medicines as well as free medical examination in some cases. "
Current Affairs,Miscellaneous, ,The 11th Regional Quality Conclave (RQC) was held in which state?,Uttarakhand,Bihar,Odisha,Haryana, ,A," The 11th Regional Quality Conclave (RQC) was held on 20th December 2019 at, Rudrapur, District Udham Singh Nagar, Uttarakhand. The Conclave will be inaugurated by Madan Kaushik, Minister of Urban Development Government of Uttarakhand. The RQC is organized by the Quality Council of India (QCI) along with PHD Chamber of Commerce and Industry (PHDCCI).The theme of the Rudrapur RQC is ""Advance Manufacturing with Quality, Innovation &amp, Technology Interventions."" The Conclave aims to create awareness about the significance of quality culture in businesses. "
Current Affairs,Miscellaneous, ,The First- ever Karanji Lake Festival has started in which city?,Chennai,Kolam,Mysuru,Rewa, ,C," 1st ever Karanji Lake Festival began to spread the message on the importance of water bodies. The nature park, a prominent tourist destination managed by the Mysuru zoo, was opened for the public. "
Current Affairs,Miscellaneous, ,Government recently launched the sale of 'Khadi Rumal'. The Rumal are being stitched by the women of which state/UT?,Bihar,Odisha,Jammu and Kashmir,Ladakh, ,C," Government launched the sale of 'Khadi Rumal' on 17 December 2019. It was launched by the Union Minister for Micro, Small and Medium Enterprises (MSME) Nitin Gadkari. He announced 50% increase in the remuneration of women workers to Rs.3 per piece from Rs.2 per piece presently. Khadi Rumal sale aims to create employment opportunities for the women in the terrorist affected areas. They are stitched by the women of Nagrota town in J&amp,K. The turnover of the village industries in the country is Rs.75000 crore. "
Current Affairs,Miscellaneous, ,Which state/UT is to receive the best performing award for implementing Pradhan Mantri Gram Sadak Yojana?,UP,Jammu and Kashmir,Odisha,Bihar, ,B," Jammu and Kashmir has been selected by the Union Ministry of Rural Development for the national award in the best performing category for implementing the Pradhan Mantri Gram Sadak Yojana (PMGSY). The award will be presented in a ceremony on 19 December 2019 at the National Agricultural Science Complex, Pusa, New Delhi.The Pradhan Mantri Gram Sadak Yojana (PMGSY) was launched on 25 December 2000 by the Government of India. The scheme aims to provide connectivity to unconnected habitations as part of a poverty reduction strategy. "
Current Affairs,Miscellaneous, ,The first ever SEZ of which state has been recently approved by Government of India?,Mizoram,Tripura,Assam,Bihar, ,B," The Government of India approved the first SEZ (Special Economic Zone) at Sabroom, Tripura in October 2019. Recently, it was announced that the SEZ will primarily focus on agro-based food processing. Union Government is expected to invest around Rs 1550 crore in the project. "
Current Affairs,Miscellaneous, ,Who has been given additional charge of the governor of Meghalaya?,Ramesh Bais,Ganga Prasad,Tathagata Roy,R N Ravi, ,D," Nagaland Governor R N Ravi has been given additional charge of the State Meghalaya. The appointment was announced by the President of India. In addition to his own duties, the Governor of Nagaland will discharge the functions of the Governor of Meghalaya during the absence of Tathagata Roy, the Governor of Meghalaya. "
Current Affairs,Miscellaneous, ,Which state's police has recently adopted Trakea to make forensic reports tamper-proof?,Punjab,Haryana,Uttar Pradesh,Gujarat, ,B," Haryana Police has adopted Trakea, a unique barcoding software to make forensic reports tamper-proof. The technique will ensure the thousands of forensic reports that form the backbone of the criminal investigation system and subsequent trials in the courts of law, are not tampered with. "
Current Affairs,Miscellaneous, ,Which state has got the first prize in 100-day work programme for promoting livelihoods?,Jharkhand,Odisha,West Bengal,Sikkim, ,C, RURAL JOB SCHEME AWARDS: CM Mamata Banerjee said West Bengal has got the first prize in 100-day work programme for promoting livelihoods. 
Current Affairs,Miscellaneous, ,Which of the following state government is to set up separate commission for SCs and STs?,Odisha,Andhra Pradesh,Gujarat,Rajasthan, ,B," The Andhra Pradesh Legislative Assembly passed two Bills, namely Andhra Pradesh State Commission for Schedule Tribes Bill and Andhra Pradesh State Commission for Scheduled Castes Bill on 16 December 2019. The two bills were passed by voice note. The Bills will enable to set up the separate Commissions for Scheduled Castes (SCs) and Scheduled Tribes (STs). "
Current Affairs,Miscellaneous, ,The Haryana Police Department has adopted a unique barcoding software. What is the name of this software?,Trakea,Azure,TestImage,Clonezilla, ,A, The Haryana Police Department has adopted a unique barcoding software (Trakea). The software is used to ensure that 1000s of digital forensic reports are stored safe and secure. It offers a foolproof security to the samples collected from the crime scene. 
Current Affairs,Miscellaneous, ,Which is the first city to have an online waste exchange for municipal solid waste?,Delhi,Indore,Chennai,Kolkata, ,C," Chennai has become the first city to have an online waste exchange for municipal solid waste. Residents who want to sell their waste online will be able to contact 2,600 scrap dealers and other agencies across the city. The Madras Waste Exchange, which is both a web portal and an application, has been conceptualized by the Smart City Mission, with support from the Union Ministry of Housing and Urban Affairs. "
Current Affairs,Miscellaneous, ,Which of the following state governments is to set up a virtual police station?,Haryana,Gujarat,Andhra Pradesh,Rajasthan, ,C, Andhra Pradesh is to set up a virtual police station (VPS) in the Andhra University (AU). It will be the first of its kind. It will help the students to report violence or any other crime online. The plan to establish VPS was initially proposed by AU vice-chancellor Prasad Reddy in August 2019. 
Current Affairs,Miscellaneous, ,The 37th National Symposium of Heads of Police Training Institutions is being held in which Indian city?,Indore,New Delhi,Jaipur,Ajmer, ,B," The 37th National Symposium of Heads of Police Training Institutions is being held at BPR&amp,D Headquarters, New Delhi. The two-day symposium is held from 12-13 December 2019. The symposium is organized by the Bureau of Police Research and Development (BPR&amp,D), Ministry of Home Affairs. "
Current Affairs,Miscellaneous, ,Which of the following states has recently included the Department of Agriculture under Mo Sarkar?,Odisha,Andhra Pradesh,Gujarat,Jharkhand, ,A," The Odisha State Government included the Department of Agriculture &amp, Farmers' Empowerment under the state's Mo Sarkar programme. It was announced by the Chief Minister Naveen Patnaik. "
Current Affairs,Miscellaneous, ,Which state government is to work with Suez to provide drinking water distribution system?,Karnataka,Haryana,Tamil Nadu,Kerala, ,A," French-based company Suez won a contract to extend, rehabilitate and operate the drinking water distribution system in Mangalore. The total cost of the project is Rs.792.42 crore. Aim: The state aims to give pure drinking water to the citizens of Mangalore in all the wards of the city corporation. "
Current Affairs,Miscellaneous, ,Which of the following states is not under Inner Line Permit?,Tripura,Manipur,Nagaland,Mizoram, ,A," The inner line permit (ILP) regime was extended to Manipur on December 11 with President Ram Nath Kovind signing the order in this effect. Earlier it is applicable to Arunachal Pradesh, Nagaland, Mizoram. "
Current Affairs,Miscellaneous, ,Which of the following state's cabinet has recently passed the Disha Bill?,Andhra Pradesh,Haryana,Gujarat,Tamil Nadu, ,A," The Andhra Pradesh Cabinet on December 11 cleared the A.P. Disha Bill, 2019 (A.P. Criminal Law (Amendment) Bill, 2019) paving the way for awarding the death penalty for the offences of rape and gang-rape and expediting the verdict in trials of such cases to 21 days. "
Current Affairs,Miscellaneous, ,Which of the following states will set up 45 fast-track special courts?,Madhya Pradesh,Punjab,Odisha,Maharashtra, ,C," The Odisha State government has planned to set up 45 fast-track special courts (FTSC) in the State. It aims to ensure speedy trial of cases involving crime against women and children. The announcement was made by the State law minister Pratap Jena. The state also stated that of the total 45 courts, 21 courts will deal with cases that are related to rape and sexual assault. "
Current Affairs,Miscellaneous, ,Which city will organize 'Block Hash Live 2019' conclave?,Kochi,Delhi,Chennai,Mumbai, ,A," Top block chain experts and thought leaders from around the world will take part in a two-day conclave, 'Block Hash Live 2019' to be held at Kochi from December 12. The experts will share ideas and lead discussions on collaborative opportunities in leveraging the technology for public good, and positioning Kerala as the country's blockchain hub. As a prelude to the event, KBA has planned BlockHack2019 on December 10 and 11 at Integrated Startup Complex (ISC), Kerala Technology Innovation Zone, Kalamassery. "
Current Affairs,Miscellaneous, ,"Which city is to organize ""Transforming Education Conference for Humanity2019""?",Vishakhapatnam,Mumbai,Delhi,Chennai, ,A," A three-day TECH (Transforming Education Conference for Humanity) 2019, being organised jointly by the United Nations Educational, Scientific and Cultural Organisation (UNESCO) and Mahatma Gandhi Institute of Education for Peace and Sustainable Development (MGIEP), is being held at Novotel hotel in Vishakhapatnam from December 10.As a prelude to TECH 2019, the organisers brought together policymakers on digital learning, representatives from educational technology companies and other stakeholders at a Policy Forum on Digital Learning. "
Current Affairs,Miscellaneous, ,"How many fast track courts will be set up by U.P. for speedy disposal of cases of sexual crimes against women, children?",98,215,218,178, ,C," Amid the outrage over the death of the Unnao rape victim, the Uttar Pradesh government on December 9 announced that it would set up 218 fast track courts for the speedy disposal of sexual crimes against women and children.The decision was taken by the State Cabinet, a day after the last rites of the Unnao victim were performed in her native village, 75 km from Lucknow.The State at present has 42,389 pending cases of sexual offences against children and 25,749 pending cases of rape and sexual crimes against women. "
Current Affairs,Miscellaneous, ,3rd India-Australia Secretary-level 2+2 Dialogue was recently held in which of the following city?,Perth,New Delhi,Sydney,Pune, ,B," The third India-Australia Secretary-level 2+2 Dialogue was held in New Delhi on December 9. The Indian delegation was led by Defence Secretary Ajay Kumar and Foreign Secretary Vijay Gokhale, while the Australian side was led by Defence Secretary Greg Moriarty and Foreign Secretary Frances Adamson. "
Current Affairs,Miscellaneous, ,Which city organized the FICCI ARISE Conference 2019?,Pune,Jaipur,New Delhi,Gaziabad, ,C," FICCI ARISE Conference 2019 in New Delhi on December 9-10, theme: 'Future Ready Learners and Schools'. Inaugurating the FICCI ARISE Conference on School Education, M. Venkaiah Naidu called for value-based education and said that education is not just for employment but also for empowerment and enlightenment of individuals and the society. He stressed upon inculcating values such as patience, honesty, respect, tolerance and empathy in the students. "
Current Affairs,Miscellaneous, ,Which city's Integrated Command and Control Centre has recently been inaugurated in Haryana?,Rohtak,Faridabad,Gurugram,Chandigarh, ,C," Haryana Chief Minister Manohar Lal Khattar inaugurated Gurgaon's ambitious Integrated Command and Control Centre (ICCC), developed as the nerve centre to provide multifaceted online smart services to people. Built at the cost of Rs 38 crore, the ICCC has been designed to serve as the nodal point for all online data related to the Smart City applications, including CCTV-based public safety and adaptive traffic management system, smart parking system, water supply management system, pollution monitoring, property tax management system and asset management system. "
Current Affairs,Miscellaneous, ,The new building of Rajasthan High Court has been inaugurated at which place?,Ajmer,Jodhpur,Udaipur,Bikaner, ,B," President Kovind inaugurates the new building of Rajasthan High Court in Jodhpur, said the tradition of bar and bench of the Rajasthan High Court has been glorious. Calls for making justice accessible to all citizens. "
Current Affairs,Miscellaneous, ,Which State launched the booklet on the life and teachings of Dr. BR Ambedkar for students of class 6-8 in government schools?,Haryana,Uttar Pradesh,Delhi,Jharkhand, ,C, The Delhi government launched a booklet on the life and teachings of Dr. BR Ambedkar for students of class 6-8 in government schools. The booklet was launched on Ambedkar's 63rd death anniversary. 
Current Affairs,Miscellaneous, ,Which edition of Nagaland Honey Bee Day was recently celebrated in Kohima?,1st,2nd,6th,8th, ,B," The 2nd Nagaland Honey Bee Day was celebrated on 5 December 2019 at the Heritage, Old DC Bungalow, Kohima, Nagaland. It aims to give more effort to continue on mission for more production of honey and to make Nagaland a Honey destination. The theme of the Honey Bee Day is Save Bee Save Life. "
Current Affairs,Miscellaneous, ,"The Citizenship (Amendment) Bill, 2019 is not applicable to tribal areas of which state?",West Bengal,Jharkhand,Meghalaya,Chhattisgarh, ,C," Government to introduce the Citizenship (Amendment) Bill, 2019 in Parliament. The Bill proposes to amend the Citizenship Act, 1955. The Bill seeks to grant citizenship to undocumented non-Muslims (Hindu, Buddhist, Christian, Parsi, Jain and Sikh) from Bangladesh, Pakistan and Afghanistan who came to India on or before December 31, 2014. The Bill shall not apply to Tribal areas of Assam, Meghalaya, Mizoram and Tripura as included in the sixth schedule of the Constitution. "
Current Affairs,Miscellaneous, ,Which state has distributed free laptops to Plus Two (+2) meritorious students under the 'Biju Sashaktikaran Yojana'?,Jharkhand,Tamil Nadu,Odisha,Telangana, ,C, Odisha government on December 6 distributed free laptops to Plus Two (+2) meritorious students under the 'Biju Sashaktikaran Yojana' as part of their government's youth policy in Odisha. The state government had started distributing free laptops with the aim to inspire and upgrade the skill of the young people of the state. 
Current Affairs,Miscellaneous, ,The 24th International Film Festival of Kerala is being held in which city?,Thiruvananthapuram,Kochi,Periyar,Alleppey, ,A," The 24th edition of International Film Festival of Kerala (IFFK) is being held at the Nishagandhi Auditorium in Thiruvananthapuram from December 6 to December 14, 2019. "
Current Affairs,Miscellaneous, ,Which state has launched Anti Depredation Squads in forests to avoid human-wildlife conflicts?,Jharkhand,Mizoram,Assam,Sikkim, ,C," Aiming to control the human-elephant conflicts, the Assam government launched Anti-Depedration Squads of the state forest department which would be stationed at 15 majorhuman-wildlife conflict districts in order to mitigate the problem and to ensure safety of both humans and wildlife. "
Current Affairs,Miscellaneous, ,Odisha is to merge Kalia scheme with which scheme?,PM-Kisan scheme,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,Sukanya Samriddhi Account,Deen Dayal Upadhyaya Antyodaya Yojana, ,A, The Odisha government is to merge the State's Krushak Assistance for Livelihood and Income Augmentation (Kalia) scheme with the Centre's Pradhan Mantri Kisan Samman Nidhi (PM-Kisan) yojana due to financial constraint. KALIA Chhatravritti scheme was launched by the Odisha Chief Minister Naveen Patnaik in December 2018. 
Current Affairs,Miscellaneous, ,Which state has recently partnered with WEF to promote electric mobility?,Assam,Rajasthan,Punjab,Haryana, ,C," Punjab State government partnered with the World Economic Forum (WEF) to design a Public-Private pilot on shared, clean and electric mobility. The move aims to combat the growing problem of environmental pollution in the state. The state is preparing its own EV policy to support the adoption of e-vehicles. "
Current Affairs,Miscellaneous, ,First Mega Food Park of Central India has been inaugurated in which state?,Jharkhand,Chhattisgarh,Rajasthan,Madhya Pradesh, ,D," Union Minister for Food Processing Harsimrat Kaur Badal inaugurated Steel Silo based Avantee Mega Food Park in Dewas, Madhya Pradesh. This is the first food park of central India. It is spread over 51 acres and has been constructed at a cost of about Rs.150 crore. "
Current Affairs,Miscellaneous, ,Sarai Sewage Treatment Plant was inaugurated in which of the following states?,Haryana,Punjab,Andhra Pradesg,Uttarakhand, ,D," The 14 million litres per day (MLD) Sewage Treatment Plant (STP) Sarai in Haridwar, Uttarakhand started its functioning on 5 December 2019. The plant was completed before its scheduled timeline. It was inaugurated by their Majesties, King Carl XVI Gustaf and Queen Silvia of Sweden. The Sarai 14 MLD Sewage Treatment Plant is the first STP that was completed under the Hybrid Annuity Model (HAM) based Public-Private Partnership Model. "
Current Affairs,Miscellaneous, ,Which state has recently conducted workshop on 2020 Heat wave with NDMA?,Karnataka,Haryana,Punjab,Rajasthan, ,A," National Disaster Management Authority (NDMA), in collaboration with the Government of Karnataka, organized a two-day national workshop titled on Preparedness, Mitigation, and Management of Heat Wave in Bangalore, Karnataka. Events: The workshop is conducted to emphasize the importance of Climate Change that has led to the rise of average summer temperature by 0.5 deg C in the past five years. "
Current Affairs,Miscellaneous, ,Which state has launched 'MadhuApp' for school children?,West Bengal,Odisha,Karnataka,Andhra Pradesh, ,B, Odisha launched a smart learning app called 'Madhu' for the schools' children in the state. The app was named after Utkal Gourab Madhusudan Das and developed by the Ganjan district administration in accordance with the 5T initiative of the Odisha state government.The mobile app is aimed at helping the school students in the state to learn their lessons via videos and tutorials available on the app. The courses have been prepared in a way to make the video lectures more interesting and self-explanatory with the help of high-quality teaching-learning material. 
Current Affairs,Miscellaneous, ,Which state has approved to sell Yamuna water from Maharashtra's share?,Himachal Pradesh,Uttarakhand,Haryana,Punjab, ,A," The Himachal Pradesh State Cabinet approved to sign the memorandum of understanding (MoU) to sell the water of River Yamuna from Maharashtra's share at Tajewala corridor. The Cabinet meeting was chaired by Chief Minister Jai Ram Thakur. With this decision, the State would earn Rs.21 crore per annum.The Yamuna is the longest tributary in India. It originates from the Yamunotri Glacier. It is the second-largest tributary river of the Ganges. "
Current Affairs,Miscellaneous, ,Which state has recently mandated helmets for pillion riders?,Kerala,Tamil Nadu,Telangana,Andhra Pradesh, ,A," Kerala State government implemented the High Court directives of making helmets mandatory for pillion riders. Transport Commissioner of the State has directed strict checking of vehicles. In the initial phase, the police will warn the pillion riders to wear a helmet before levying the fine. Police of the State will check the vehicles to ensure that the two-wheeler riders are adhering to the new directives. "
Current Affairs,Miscellaneous, ,Which state is going to monitor all schemes related to its farmers on a regular basis?,Haryana,Maharashtra,Telangana,Punjab, ,B," Maharashtra government approved Rs.606 crores to monitor all schemes related to farmers on a regular basis. The new government aims to introduce new approaches to resolve issues related to cultivators, who have suffered crop losses in unseasonal rains in October. The government said that it will provide any negligible assistance and satisfactory provision for farmers. "
Current Affairs,Miscellaneous, ,The Indigenous Faith Day 2019 was celebrated in which state?,Nagaland,Assam,Arunachal Pradesh,Tripura, ,C," The Indigenous Faith Day (IFD) 2019 was celebrated in Tezu, Arunachal Pradesh. The Day aims to preserve the rich culture and identity of the State. The function was presided by Tezu legislator Karikho Kri. The programme was organized by the Indigenous Faith and Cultural Society of Arunachal Pradesh (IFCSAP) of Tezu. The tribes of the district showcased their cultures in a colourful programme. "
Current Affairs,Miscellaneous, ,Which edition of the Nagaland Hornbill Festival recently began at Kisama?,18th,19th,20th,21st, ,C, The Nagaland Hornbill Festival began at Naga Heritage Village at Kisama in Nagaland from 1 December 2019 to 10 December 2019 a. The year 2019 celebrates the 20th edition of Hornbill Festival and the festival this year coincides with Nagaland Statehood Day. The much-awaited festival began with a colourful blend of culture and tradition with a modern twist. Hornbill festival is also known as 'Festival of Festivals' and is named after hornbill bird. This festival symbolises 'Respect and 'Folklore' among Nagas. 
Current Affairs,Miscellaneous, ,Who has been elected as speaker of the Maharashtra Assembly?,Praful Patel,Nana Patole,Dilip Walse Patil,Kisan Kathore, ,B, Congress MLA Nana Patole has been elected as Speaker of the Maharashtra Assembly. Mr Patole's election came after the BJP took back the name of Kisan Kathore as the party's nominee with minutes to go before the 10 am deadline. It is a tradition in the Maharashtra Assembly for the Speaker to be elected unopposed. 
Current Affairs,Miscellaneous, ,Which edition of Nagaland Hornbill Festival was recently organized?,18th,19th,20th,21st, ,C," The much-awaited festival, the Hornbill Festival began with a colourful blend of culture and tradition with a modern twist at Naga Heritage Kisama in Nagaland this evening. This is the 20th edition of Hornbill Festival. The festival organised by Nagaland Government is an annual tourism promotional event to showcase the state's traditional and rich cultural heritage in all its ethnicity, diversity and grandeur "
Current Affairs,Miscellaneous, ,Election Commission of India (ECI) has recognized Jannayak Janta Party (JJP) as state party of which state?,UP,Bihar,Haryana,Rajasthan, ,C," The Election Commission of India (ECI) has recently recognized the Jannayak Janta Party (JJP) as state party of Haryana and alloted the symbol of ""key"" for the party. The decision in this regard was taken on the basis of the poll performance of the party in the recent 2019 Assembly elections in Haryana. "
Current Affairs,Miscellaneous, ,The conference on 'Ek Bharat Shreshtha Bharat' being organised by government of which state with government of J&K?,Rajasthan,Bihar,Tamil Nadu,Telangana, ,C," Conference on 'Ek Bharat Shreshtha Bharat' being organised by governments of Tamil Nadu and J&amp,K held in Jammu on Nov 30-Dec 1,2019. "
Current Affairs,Miscellaneous, ,Indian Navy's sixth Dornier aircraft squadron was recently commissioned in which city?,Goa,Punjab,Gujarat,Andaman & Nicobar Islands, ,C, The Indian Navy has commissioned its sixth Dornier aircraft squadron in the Porbandar town of Gujarat. It aims to give a fillip to coastal security near the sea border with Pakistan. It was commissioned by Deputy Chief of Naval Staff Vice-Admiral M S Pawar 
Current Affairs,Miscellaneous, ,How many standard floor buses have recently been flagged off in New Delhi?,80,120,100,150, ,C," The Delhi Chief Minister Arvind Kejriwal flagged off 100 standard floor buses on 28 November. The buses are equipped with CCTV cameras, GPS trackers, hydraulic lifts, and a panic button under the cluster scheme. The addition of new buses is aimed to resolve the shortage of public transportation in the Capital. "
Current Affairs,Miscellaneous, ,Which state's Small Industries and Export Corporation has recently launched a Web-based Geographic Information System?,Andhra Pradesh,Madhya Pradesh,Punjab,Uttar Pradesh, ,C, The Punjab Small Industries and Export Corporation (PSIEC) has launched the Estate Management System (EMS) and Web-based Geographic Information System (Web-GIS) on 28 November 2019. PSIEC launched it under the leadership of Capt. Amarinder Singh. The aim of the system is to ensure transparency. The system also promotes ease of doing business in the State. 
Current Affairs,Miscellaneous, ,What is the chronological number of Uddhav Thackeray as the CM of Maharashtra?,18th,16th,19th,20th, ,C," Shiv Sena leader Uddhav Thackeray took oath as Maharashtra's new Chief Minister on November 28 in front of a packed Shivaji Park, the iconic grounds where his father late Bal Thackeray was cremated. He is the 19th chief minister of Maharashtra. "
Current Affairs,Miscellaneous, ,Road Transport workers of which state have recently joined duty after a 52-day strike?,Andhra Pradesh,West Bengal,Goa,Telangana, ,D," Following the Telangana's government's decision to allow them to resume duty without imposing any conditions, workers of the Telangana State Road Transport Corporation (TSRTC) joined work on November 29. "
Current Affairs,Miscellaneous, ,Which state has announced to replicate the Micro Composting Centre (MCC) of Tamil Nadu?,Gujarat,Odisha,Telangana,Bihar, ,B, Odisha State government has announced that it is to replicate the Micro Composting Centre (MCC) of the State Tamil Nadu. 
Current Affairs,Miscellaneous, ,Who has recently taken oath as the pro-tem speaker of the Maharashtra assembly?,Kalidas Kolambkar,Vaibhav Madhukar Pichad,Sandeep Naik,Sada Sarvankar, ,A," Kalidas Kolambkar has taken oath as the pro-tem speaker of the Maharashtra assembly. He would be administering the oath to all the 288 MLAs of the assembly. Usually, the senior-most member of the assembly is appointed as the pro-tem speaker. "
Current Affairs,Miscellaneous, ,Who will sworn in as Maharashtra Chief Minister on November 28?,Raj Thackeray,Ajit Pawar,Bhagat Singh Koshyari,Uddhav Thackeray, ,D," Uddhav Thackeray to be sworn in as Maharashtra Chief Minister on November 28. Capping a day of extraordinary and swiftly changing political developments, leaders of the Sena, Nationalist Congress Party (NCP) and the Congress met Maharahstra Governor Bhagat Singh Koshyari late on November 26 to stake claim to form the next government, with Sena chief Uddhav Thackeray as Chief Minister. "
Current Affairs,Miscellaneous, ,Which state has announced to give 5% reservation to sportspersons in jobs?,Kerala,Madhya Pradesh,Haryana,Rajasthan, ,B, Madhya Pradesh's government announced a five percent reservation to sportspersons in state government jobs. Minister of Sports and Youth Welfare Jitu Patwari announced while inaugurating the Regional Olympic Games in Gwalior. 
Current Affairs,Miscellaneous, ,Which National Park has been declared as Chhattisgarh's fourth 'tiger reserve'?,Guru Ghasidas,Achanakmar,Udanti-Sitanadi,Indravati, ,A, The Chhattisgarh government has decided to declare Guru Ghasidas National Park in the state's Korea district as a tiger reserve. 
