Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Biochemical Engineering,Miscellaneous, ,The Woolf-Augusteinsson-Hofstee plot of Î½ versus Î½/[S] and the Eadie-Scatchard plot of Î½/[S] versus Î½ do not involve reciprocals of Î½ therefore are considered to be more reliable when the error in v is,non-significant,significant,nothing to do with the reliability,non significant in selected cases, ,B," No answer description available for this question. <a href=""discussion-32"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"The relationship between Keq, Km and Vmax is known as",Haldane equation,Michaelis Menten equation,Numerical solution approach,Gibbs-Helmholtz equation, ,A," No answer description available for this question. <a href=""discussion-28"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The reciprocal equation for non competitive inhibition can be arranged to the equation for the,Dixon plot,Woolf-Augusteinsson-Hofstee plot,Eadie-Scatchard plot,Hanes-Woolf plot, ,A," No answer description available for this question. <a href=""discussion-42"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following statements is true for enzymatically catalyzed reaction?,The activation energy of the reaction is lowered so that a larger proportion of the substrate qualifies to overcome it,Additional substrate molecules are energized to overcome the activation energy of the reaction,"The activation energy of the reaction is increased, thus decreasing the likelihood that any substrate molecules will overcome it",The activation energy of the reaction is lowered so that a fewer substrate molecules can overcome it, ,A," No answer description available for this question. <a href=""discussion-3"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following common drugs is not a specific enzyme inhibitor?,Iodine,Methotrexate,Sulfbnilamide,Penicillin, ,A," No answer description available for this question. <a href=""discussion-46"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The enzyme inhibition can occur by,reversible inhibitors,irreversible inhibitors,Both (a) and (b),None of these, ,C," No answer description available for this question. <a href=""discussion-37"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"In a Lineweaver-Burk Plot, competitive inhibitor shows which of the following effect?",It moves the entire curve to right,It moves the entire curve to left,It changes the x-intercept,It has no effect on the slope, ,C," No answer description available for this question. <a href=""discussion-48"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following statements is not true?,Enzymes are proteins that bind to specific substrates and increase the velocity of reactions involving those substrates,Enzymes function by overcoming the activation energy barrier of a reaction,"Enzymes make thermodynamically favorable reactions to proceed, they cannot make unfavorable reactions to occur",Enzymes only function when they are in intact cells, ,D," No answer description available for this question. <a href=""discussion-2"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Non-competitive inhibitor of an enzyme catalyzed reaction,decreases Vmax,binds to Michaelis complex (ES),both (a) and (b),can actually increase reaction velocity in rare cases, ,C," No answer description available for this question. <a href=""discussion-45"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,An enzyme and a reactant molecule maintain relationship as,a temporary association,an association stabilized by a covalent bond,one in which the enzyme is changed permanently,non complementary binding, ,A," No answer description available for this question. <a href=""discussion-6"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"An enzyme is assayed at an initial substrate concentration of 2 x 10-5M. In 6 minute, half of the substrate is used. The Km for the substrate is 2 x 10-3M. The value of k in minute is",0.115,0.42,0.093,6.693, ,A," No answer description available for this question. <a href=""discussion-31"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The plot commonly used for determining the value of Vmax is,Lineweaver Burk plot,Langmuir plot,Eadie Hofstee plot,all of these, ,D," No answer description available for this question. <a href=""discussion-25"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Quasi steady state is also known as,Michaelis Menten approach,Briggs-Haldane approach,Pseudo steady state,all of the above, ,C," No answer description available for this question. <a href=""discussion-34"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of these enzymes contains a Zinc (Zn) ion?,Carboxypeptidase A,Phosphorylase B kinase,Tyrosine hydroxylase,Phosphodiesterase, ,A," No answer description available for this question. <a href=""discussion-18"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,A noncompetitive inhibitor of an enzyme-catalyzed reaction,increases KM and increases Vmax,increases KM and reduces Vmax,reduces KM and increases Vmax,reduces KM and reduces Vmax, ,B," No answer description available for this question. <a href=""discussion-41"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,An allosteric inhibitor of an enzyme usually,participates in feedback regulation,denatures the enzyme,is a hydrophobic compound,causes the enzyme to work faster, ,A," No answer description available for this question. <a href=""discussion-47"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following activity is possible by transferases?,Transfer of methyl groups,Transfer of glycosyl group,Both (a) and (b),None of these, ,C," No answer description available for this question. <a href=""discussion-12"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,A classical uncompetitive inhibitor is a compound that binds,reversibly to the enzyme substrate complex yielding an inactive ESI complex,irreversibly to the enzyme substrate complex yielding an inactive ESI complex,reversibly to the enzyme substrate complex yielding an active ESI complex,irreversibly to the enzyme substrate complex yielding an active ESI complex, ,A," No answer description available for this question. <a href=""discussion-43"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which graphical method is used to determine an enzyme degree of cooperativity?,Hill plot,Koshland curve,Michaelis-Menten hyperbola,Can not be determined, ,A," No answer description available for this question. <a href=""discussion-19"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Î²-amylase is,endoenzyme,exoenzyme,saccharifying enzyme,both (b) and (c), ,D," No answer description available for this question. <a href=""discussion-107"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Juice clarification extraction is facilitated by using,cellulases,amylase,inulinase,lactase, ,A," No answer description available for this question. <a href=""discussion-84"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Lysozyme is naturally present in,egg white,bacteria,tears & milk,all of these, ,D," No answer description available for this question. <a href=""discussion-94"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Enzymes act as antimicrobials,by depriving an organism of a necessary metabolite,by generating a substances toxic to the organism,by attracting a cell wall component,all of the above, ,D," No answer description available for this question. <a href=""discussion-95"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Trichoderma Î²-glucanase is reported,to stabilize mashing,to convert taste fractions of dextrins to fermentable sugars in beer,to convert starch to dextrin,all of the above, ,A," No answer description available for this question. <a href=""discussion-93"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The bitter taste of the high protein materials is reduced by using,invertase,dectinase,protease,none of these, ,C," No answer description available for this question. <a href=""discussion-96"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Sulphydryl oxidase is used for,discoloration,clarification of images,UHT milk off flavour removal,all of these, ,C," No answer description available for this question. <a href=""discussion-88"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Î±-amylase is an endo enzyme which requires,Ca,Cu,Mn,None of these, ,A," No answer description available for this question. <a href=""discussion-105"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Liquefaction of starch to dextrin is carried out by,Î±-amylase,cellulase,pectinase,all of these, ,A," No answer description available for this question. <a href=""discussion-83"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which is true about rennet?,It is a mixture of protease chymosin and pepsin,It is a mixture of rennin and pepsin,Both (a) and (b),none of the above, ,C," No answer description available for this question. <a href=""discussion-100"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Milk digestibility is improved by using,RNase,lactase,Î²-amylase,none of these, ,B," No answer description available for this question. <a href=""discussion-85"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following mainly serve to convert starch into high fructose corn syrup (HFCS)?,Î±-amylase,Gluco-isomerase,Gluco-amylase,all of these, ,D," No answer description available for this question. <a href=""discussion-103"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Lysozyme,catalyses hydrolysis of Î²-1-4 linkages between N-acetyl muranic acid and N-acetyl glucosamine in peptideoglycan,catalyses hydrolysis of Î±-1-4 linkages between N-acetyl muranic acid and N-acetyl glucosamine in peptideoglycan,catalyses hydrolysis of Î±-1-4 linkages between N-diacetyl muranic acid and N-diacetyl glucosamine in peptideoglycan,all of the above, ,A," No answer description available for this question. <a href=""discussion-91"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Hersperidinase is used for,juice clarification,juice debittering,off flavour reduction,RNA reduction in fish, ,A," No answer description available for this question. <a href=""discussion-89"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following metallic ion is there in ascorbic acid oxidase?,Mg,Fe,Cu,Mn, ,C," No answer description available for this question. <a href=""discussion-98"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the enzyme combination is commercially used for the removal of oxygen?,Glucose oxidase-cellulase,Glucose oxidase-catalase,Glucose oxidase-lactase,All of these, ,B," No answer description available for this question. <a href=""discussion-92"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The enzyme used to reduce bitterness of grapes commonly contains,Î±-L-rhamonosidase,Î²-d-glucosidase,Î²- galactosidase,both (a) and (b), ,D," No answer description available for this question. <a href=""discussion-104"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Citrus juice debittering can be carried out using,limoninase,inulinase,anthocyanase,None of these, ,A," No answer description available for this question. <a href=""discussion-86"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following enzyme is responsible for causing vitamin B deficiency disease beriberi?,Ascorbic acid oxidase,Thiaminase,Lipoxygenase,None of these, ,B," No answer description available for this question. <a href=""discussion-99"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Soya off flavour removal may be achieved using,di acetyl reductase,Î²- amylase,aldehyde oxidase,protease, ,C," No answer description available for this question. <a href=""discussion-90"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The reduction in off flavour of beer is practiced through,hersperidinase,rnase,invertase,diacetyl reductase, ,D," No answer description available for this question. <a href=""discussion-87"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Discoloration can be achieved by using,sulphloydryl oxidase,proteases,anthocyanase,all of these, ,C," No answer description available for this question. <a href=""discussion-97"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The prosthetic group present in phenolase enzyme is,Mg,Cu,Ca,Fe, ,B," No answer description available for this question. <a href=""discussion-106"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"Enzymes degrade, alter or synthesize a food component through",oxidation/reduction/isomerization,hydrolysis/synthesis,group transfer,all of the above, ,D," No answer description available for this question. <a href=""discussion-82"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The enzyme Î²-galactosidase is also known as,lactase,EC3.2.1.23,both (a) and (b),isomerase, ,C," No answer description available for this question. <a href=""discussion-102"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Chymosin hydrolyses the bond between,Alanine and glycine,Phenyl alanine and methonine,Glutamic acid and alanine,Alanine and phenyl alanine, ,B," No answer description available for this question. <a href=""discussion-101"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The function of the disengagement zone in an airlift fermenter is to,prevent CO2 rich bubbles from entering the downcomer,reduce the velocity of the bubbles,reduce liquid loss as aerosols,all of the above, ,D," No answer description available for this question. <a href=""discussion-216"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Stationary phase is described as,no further increase in the cell population after a maximum value,deceleration of growth and division rate after the growth rate reaches a maximum,acceleration of growth and division rate after the growth rate reaches a maximum,deceleration of growth and division rate after the growth rate reaches a minimum, ,A," No answer description available for this question. <a href=""discussion-182"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"In the accelerated phase, cell starts to",increase and the division rate increases to reach a maximum,decrease and the division rate increases to reach a maximum,increase and the division rate decreases to reach a maximum,increase and the division rate increases to reach a minimum, ,A," No answer description available for this question. <a href=""discussion-183"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The monod model predicts that the specific growth rate,will increase with the concentration of the growth limiting substrate until it reaches a maximum value,will decrease with the concentration of the growth limiting substrate,will increase with the concentration of the growth limiting substrate,does not depend on growth limiting substrate, ,A," No answer description available for this question. <a href=""discussion-195"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"A mixed fermentation is one, which produces",both alcohol and carbon dioxide,both acid and carbon dioxide,both acid and alcohol,several different kinds of acid, ,C," No answer description available for this question. <a href=""discussion-248"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The function of a mechanical seal is to,prevent contaminants entering the reactor,prevent cells from leaving the reactor,both (a) and (b),prevent air to enter, ,C," No answer description available for this question. <a href=""discussion-227"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The phenomenon in which substrates are used in a sequential manner is known as,trans-substrate genesis,dialism,diauxie,multiplicity, ,C," No answer description available for this question. <a href=""discussion-201"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"The dilution rate, D is defined as(where F = volumetric flow rate, VR = total volume of culture in the reactor and Î¼ specific growth rate)",F/VR,VR/F,Î¼/F,F/Î¼, ,A," No answer description available for this question. <a href=""discussion-231"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Diauxie is,growth factors,microbiological die off,the simultaneous uptake of nutrients,the stagewise uptake of nutrients, ,D," No answer description available for this question. <a href=""discussion-178"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,An open system in which the growth rate is maintained by adding a nutrient (present in limiting quantities) at the same rate as that medium containing micro-organisms is removed is called,manostat,chemostat,turbidostat,culturostat, ,B," No answer description available for this question. <a href=""discussion-229"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,In the death phase,nutrients available for the cells are depleted and begin to die,the number of viable cells will increase,nutrients available for cells are replenished and start to multiply,none of the above, ,A," No answer description available for this question. <a href=""discussion-184"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The maximum specific growth rate of an organism depends on,medium composition,temperature,pH,All of these, ,D," No answer description available for this question. <a href=""discussion-192"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following is not correct for the Monod model and the Michaelis Menten Model?,The Michaelis Menten Model was derived from a curve fitting exercise,The Michaelis Menten model was derived from an analysis of the mechanism of microbial growth,The Monod model was derived from an analysis of the mechanism of microbial growth,All of the above, ,C," No answer description available for this question. <a href=""discussion-194"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Bubble column reactor has,large height to diameter ratio,small height to diameter ratio,large diameter to height ratio,small diameter to height ratio, ,A," No answer description available for this question. <a href=""discussion-241"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Why a T-flask used in small-scale cell culture is incubated in a horizontal position?,To save space,To increase the surface area of the liquid-air interface,Both (a) and (b),To increase the rate of oxygen transfer into the liquid, ,C," No answer description available for this question. <a href=""discussion-203"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,An open system in which the growth rate is maintained by the removal and addition of media at such a rate as to maintain a constant cell density is called a,manostat,chemostat,turbidostat,culturostat, ,C," No answer description available for this question. <a href=""discussion-246"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Wash out in steady state fermentation occurs when,dilution rate is less than maximum specific growth rate,dilution rate is higher than the maximum specific growth rate,cell concentration reaches the maximum,specific growth rate is maximum, ,B," No answer description available for this question. <a href=""discussion-234"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Fermentor should be filled with medium upto,65-70%,70-75%,75-80%,80-85%, ,C," No answer description available for this question. <a href=""discussion-245"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Bacterial growth curve is obtained by plotting,number of cells versus time,number fo spores versus time,log of number of cells versus time,log of number of cells survived versus time, ,C," No answer description available for this question. <a href=""discussion-236"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"When intracellular enzymes of whole cells are to be used in a bio-conversion process, it is often necessary to____________the cells.",permeabilize,lyophilize,heat-kill,denature, ,A," No answer description available for this question. <a href=""discussion-247"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Heat transfer rates (per unit volume) will be lowest in,Stirred tank bioreactor with biomass recycle,Continuous air lift bioreactor,Continuous packed bed reactor,Continuous fluidized bed bioreactor, ,C," No answer description available for this question. <a href=""discussion-244"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The function(s) of the draft tube in an airlift bioreactor is,to reduce bubble coalescence,to improve circulation,to even out shear conditions throughout the reactor,all of the above, ,D," No answer description available for this question. <a href=""discussion-221"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The Monod Model relates,substrate utilized with the biomass consumption,specific growth rate to the substrate availability,yield with the biomass utilization,the biomass concentration with specific growth rate, ,B," No answer description available for this question. <a href=""discussion-191"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The height to diameter ratio (H/D) for the column fermenters is,<3,>3,<1.5,>1.5, ,B," No answer description available for this question. <a href=""discussion-209"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The high oxygen transfer efficiencies of airlift bioreactors is due to,"the large aspect ratio of the reactor, which leads to a high gas hold-up","the large aspect ratio of the reactor, which leads to a high oxygen solubility at the base of the reactor","the draft tube, which reduces bubble coalescence in the reactor",all of the above, ,D," No answer description available for this question. <a href=""discussion-223"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The maximum specific growth rate (Î¼m) of an organism in batch culture is equal to slope of a plot of,In [biomass] against time for exponential phase data only,In [biomass] against time,biomass against time,biomass against time for stationary phase data only, ,A," No answer description available for this question. <a href=""discussion-197"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The region of an airlift bioreactor in which the liquid travels in a downward direction is called the,downcomer,disengagement zone,air riser,flotsam, ,A," No answer description available for this question. <a href=""discussion-214"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"Population doubling time, td can be expressed as (where Î¼ is the specific growth rate.)",log2/Î¼,ln2/Î¼,Î¼/ln2,Î¼/log2, ,B," No answer description available for this question. <a href=""discussion-235"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,A higher Ks value of Monod's equation means,greater affinities to substrate,lower affinities to substrate,unaffected with the substrate bonding,lower dissociation constant value, ,A," No answer description available for this question. <a href=""discussion-233"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The increased air flow rate in bubble column fermenter can cause excessive foaming and high retention of air bubbles in the column which,decreases the productivity of the fermenter,increases the productivity of the fermenter,modestly increases the productivity of the fermenter,does not affect on the productivity, ,A," No answer description available for this question. <a href=""discussion-226"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following is correct for the prediction of time requirement in a batch fermenter?,Carrying out experiments,Mathematical modelling of the fermentation process,Both (a) and (b),It is impossible to predict the time required for fermentation, ,C," No answer description available for this question. <a href=""discussion-196"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"In an airlift bioreactor, the spent gases released from the liquid are called",downcomer,disengagement zone,air riser,flotsam, ,B," No answer description available for this question. <a href=""discussion-215"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The contents in jet loop reactor are mixed through,compressed air,a mechanical agitator,external pumping,any of these, ,C," No answer description available for this question. <a href=""discussion-224"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The specific growth rate (Î¼) is defined as,the concentration of biomass in the reactor,rate of increase of total biomass in a reactor,the rate of individual cells division or increase in their biomass,the rate of cell death, ,C," No answer description available for this question. <a href=""discussion-187"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The number of baffles in a standard stirred tank bioreactor is,8,6,4,2, ,C," No answer description available for this question. <a href=""discussion-205"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,In the stationary phase,growth is proportional to death,growth rate is equal to death rate,growth rate is lesser than death rate,no co-relation exist between death rate and growth rate, ,B," No answer description available for this question. <a href=""discussion-237"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following is an example of a mathematical model?,Volume of cuboid = length x breadth x height,The Monod Model,The Michaelis Menten Equation,All of the above, ,D," No answer description available for this question. <a href=""discussion-185"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Biomass concentrations during fermentation is,diluting the samples to optical density less than 0.3,monitored by controlling the changes in biomass concentrations,considering that optical density is proportional to the surface area of the biomass in the sample,all of the above, ,D," No answer description available for this question. <a href=""discussion-180"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Chemostats work on the principle of,maintaining constant volume of culture medium,maintaining continuous flow of nutrients,maintaining uniform nutrients concentration,operating at higher pressure, ,C," No answer description available for this question. <a href=""discussion-230"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,During the exponential phase the maximum specific growth rate equals specific growth rate as,concentration of the growth limiting substrate is much less than the monod constant,concentration of growth limiting substrate is much greater than the monod constant,specific growth rate increases exponentially,concentration of the growth limiting substrate is equal to the monod constant, ,B," No answer description available for this question. <a href=""discussion-198"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"The viscosity of liquid was classified as both dilatant and rheopectic, which means that the viscosity",increased with stirring speed but decreased with mixing time,increased with stirring speed and increased with mixing time,decreased with stirring speed but increased with mixing time,decreased with stirring speed and decreased with mixing time, ,B," No answer description available for this question. <a href=""discussion-397"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Which of the following describes the detrimental effect of bubbles on animal cells?,"Cells trapped on the surface of bubbles can be damaged when the bubbles explode, releasing their pressure and surface energies",Cells trapped in the moving foam can be dragged apart by the bubbles,Both (a) and (b),Bubbles can explode in the liquid medium causing the release of ultraviolet radiation, ,C," No answer description available for this question. <a href=""discussion-358"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"A fluid in which the viscosity decreases with increasing stirrer speed and mixing time, can be represented as",newtonian fluid,"pseudoplastic, thixotropic fluid","dilatant, rheopectic fluid","dilatant, pseudoplastic fluid", ,B," No answer description available for this question. <a href=""discussion-384"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Filamentous fungal cells are more shear sensitive than bacterial cells because of,the presence of citin in cell walls of filamentous fungi,larger in size than bacterial cells and therefore are more susceptible to shear forces,fungal cells are much larger than bacterial cells,all of the above, ,D," No answer description available for this question. <a href=""discussion-357"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,The viscosity of water at STP is approximately,0.005 kg.m-1.s-1,0.001 kg.m-1.s-1 ,0.003 kg.m-2.s-1,0.1 g.cm-1.s-1, ,B," No answer description available for this question. <a href=""discussion-392"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Bubble free aeration systems requires,silicone tubing or gas permeable membranes to facilitate gas transfer,carbon dioxide instead of air to supply oxygen,silicone tubing or gas permeable membranes to remove carbon dioxide by oxygen in the form of hydrogen peroxide,filled headspace of the reactor with carbon dioxide, ,A," No answer description available for this question. <a href=""discussion-366"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Non-linear relationship between shear stress and shear rate exists in,newtonian fluids,non-newtonian fluids,both (a) and (b),none of these, ,B," No answer description available for this question. <a href=""discussion-373"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"If the viscosity of a fluid decreases with increasing stirrer speed, then the nature of the fluid is",newtonian,pseudoplastic,dilatant,thixotropic, ,B," No answer description available for this question. <a href=""discussion-388"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,A pseudoplastic fluid is one in which the viscosity,is constant regardless of the stirrer speed or mixing time,changes during mixing but returns to its original state after mixing,increases with increasing stirrer speed,decreases with increasing stirrer speed, ,D," No answer description available for this question. <a href=""discussion-380"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,A viscoelastic fluid is one in which the viscosity,is constant regardless of the stirrer speed or mixing time,changes during mixing but returns to its original state after mixing,increases with increasing stirrer speed,decreases with increasing stirrer speed, ,B," No answer description available for this question. <a href=""discussion-381"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,Mixing in stirred tank reactors can,"be described as either laminar, transient or turbulent",achieve turbulent conditions by increasing the stirrer speed,induce laminar flow conditions by the addition of baffles,all of the above, ,A," No answer description available for this question. <a href=""discussion-351"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"In animal cell bioreactor, bubble damage can be minimized by",the addition of a shear protectorant,using a bubble free oxygen delivery system,headspace aeration,all of the above, ,D," No answer description available for this question. <a href=""discussion-365"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"The viscosity of a fluid changes with either stirrer speed or mixing time. But when mixing ceases, the viscosity returns to its original state. This fluid is best described as",newtonian,rheopectic,viscoelastic,thixotropic, ,C," No answer description available for this question. <a href=""discussion-390"">Let us discuss</a>. "
Biochemical Engineering,Miscellaneous, ,"In sparged mammalian cell bioreactors, the cell damage is caused because of",shear stress arising during mixing of the cell culture fluid,shear stresses arising from the breakup of bubbles at the liquid surface,shear stresses between bubbles in foam at the liquid surface,all of the above, ,A," No answer description available for this question. <a href=""discussion-370"">Let us discuss</a>. "
