Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Civil Engineering,Micellaneous, ,"If the furnace is provided with insufficient fuel at low temperatures, the type of pig iron produced, is called",Bessemer pig,Grey or foundry pig,White or forge pig,Mottled pig., ,C," No answer description available for this question. <a href=""discussion-211"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Stainless steel contains,18% of chromuim and 8% nickel,8% of chromium and 18% of nickel,12% of chromium and 36% of nickel,36% of chromium and 12% of nickel., ,A," No answer description available for this question. <a href=""discussion-245"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the hypabyssal rock from the following:,Granite,Dolerite,Basalt,All the above., ,B," No answer description available for this question. <a href=""discussion-270"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Depending on the chemical composition and mechanical properties, iron may be classified as",cast iron,wrought iron,steel,all the above., ,D," No answer description available for this question. <a href=""discussion-199"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Wrought iron contains carbon about,1.5% to 5.5%,0.5% to 1.75%,0.1% to 0.25%,none to these., ,C," No answer description available for this question. <a href=""discussion-249"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The main constituent of fly-ash, is",aluminium oxide,silica,ferrous oxide,All of these., ,D," No answer description available for this question. <a href=""discussion-376"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Bitumen in,"solid state, is called asphalt","semi fluid state, is called mineral tar","fluid state, is called petroleum",all the above., ,D," No answer description available for this question. <a href=""discussion-184"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The plastics made from cellulose resin,are as clear as glass,are tough and strong,possess excellent electrical properties,All the above., ,D," No answer description available for this question. <a href=""discussion-352"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Kaolin is chemically classified as,metamorphic rock,argillaceous rock,calcareous rock,silicious rock., ,B," No answer description available for this question. <a href=""discussion-7"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Which one of the following is acid resistant asbestos:,actinolite asbestos,amosite asbestos,anthophylite asbestos,crocidolite asbestos,All the above.,E," No answer description available for this question. <a href=""discussion-369"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Due to attack of dry rot, the timber",cracks,shrinks,reduces to powder,none of these., ,C," No answer description available for this question. <a href=""discussion-124"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Brittleness of cold is due to an excess of,sulphur,carbon,phosphorus,silicon., ,C," No answer description available for this question. <a href=""discussion-224"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"For the manufacture of Portland cement, the proportions of raw materials used, are","lime 63% , silica 22% , other ingredients 15%","lime 22% , silica 63% , other ingredients 15%","silica 40% , lime 40% , other ingredients 20%","silica 70% , lime 20% , other ingredients 10%.", ,A," No answer description available for this question. <a href=""discussion-83"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Asbestos cement,is brittle,warps due to changes in humidity,strength is lowered when saturated by water,all the above., ,D," No answer description available for this question. <a href=""discussion-373"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Gniess is obtained from,igneous rocks,metamorphic rocks,sedimentary rocks,sedimentary metamorphic rocks., ,D," No answer description available for this question. <a href=""discussion-15"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The rocks formed by gradual deposition, are called",sedimentary rocks,igneous rocks,metamorphic rocks,none of these., ,A," No answer description available for this question. <a href=""discussion-2"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Galvanising means covering iron with a thin coat of,tin,zinc,glaze,coal tar., ,B," No answer description available for this question. <a href=""discussion-257"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"For preparing porcelains, the clay should be",sufficiently pure,of high degree of tanacity,of good plasticity,All the above., ,D," No answer description available for this question. <a href=""discussion-305"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Polymerization helps to improve the property of,strength,rigidity,elasticity,all of these., ,D," No answer description available for this question. <a href=""discussion-345"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Good quality stones must,be durable,be free from clay,resist action of acids,all the above., ,D," No answer description available for this question. <a href=""discussion-26"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Sewer pipes are made of,earthen ware,stone ware,refractory clay,terracota,all the above.,B," No answer description available for this question. <a href=""discussion-57"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Fibre glass,retains heat-longer,has a higher strength to weight ratio,is shock proof and fire retardent,does not decay,all the above.,E," No answer description available for this question. <a href=""discussion-154"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the correct statement from the following:,The theory of formation of concrete is based on the phenomena of formation of voids,The bulking of sand is taken into account while volumetric proportioning of the aggregates,"The dry sand and the sand completely flooded with water, have practically the same volume",The expansion and contraction joints are provided if concrete structures exceed 12 m in length,All the above.,E," No answer description available for this question. <a href=""discussion-335"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the correct statement from the following:,"In stone arches, the stones are placed with their natural beds radial","In cornices, the stones are placed with their natural beds as vertical","In stone walls, the stones are placed with their natural beds as horizontal",All the above., ,D," No answer description available for this question. <a href=""discussion-282"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The commonly used colour pigment in paints, is",ambers,carbon black,iron oxide,lamp black,all the above.,E," No answer description available for this question. <a href=""discussion-161"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Varnish is a transparent or semi-transparent solution of resinuous substances in,alcohol,linseed,turpentine,all the above., ,D," No answer description available for this question. <a href=""discussion-143"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Initial setting time of cement for asbestos cement products should be not less than,30 minutes,50 minutes,75 minutes,90 minutes., ,D," No answer description available for this question. <a href=""discussion-372"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The variety of pig iron used for the manufacture of steel by Bessemer process, is",Bessemer pig,Grey pig,White forge pig,Mottled pig., ,A," No answer description available for this question. <a href=""discussion-212"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,For melting one tonne of cast iron,700 m3 air is required,20 kg limestone is required,one quintal coke is required,all the above., ,D," No answer description available for this question. <a href=""discussion-218"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"For filling cracks in masonry structures, the type of bitumen used, is",cut-back bitumen,bitumen-emulsion,blown bitumen,plastic bitumen., ,D," No answer description available for this question. <a href=""discussion-375"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Plastic,is an organic substance,consists of natural or synthetic binders,finished products are rigid and stable at normal temperature,is capable of flow when necessary heat and pressure are applied,All the above.,E," No answer description available for this question. <a href=""discussion-343"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Vanadium steel is generally used for,railway switches and crossing,bearing balls,magnets,axles and springs., ,D," No answer description available for this question. <a href=""discussion-242"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the correct statement from the following:,"In basic Bessemer process, the steel heats the converter","In open-hearth process, the furnace heats the steel","In Siemens process, the impurities of pig iron are oxidised by the oxygen of the ore",all the above., ,D," No answer description available for this question. <a href=""discussion-234"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The process of manufacturing steel by heating short lengths of wrought iron bars mixed with charcoal in fire clay crucibles and collecting the molten iron into moulds, is known as",Cementation process,Crucible process,Bessemer process,Open hearth process., ,B," No answer description available for this question. <a href=""discussion-229"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Hydrographic surveys deal with the mapping of,large water bodies,heavenly bodies,mountaineous region,canal system,movement of clouds.,A," No answer description available for this question. <a href=""discussion-637"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"If h is the difference in level between end points separated by l, then the slope correction is  . The second term may be neglected if the value of h in a 20 m distance is less than","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/56-3.94-2.png""> m",1 m,2 m,3 m, ,D," No answer description available for this question. <a href=""discussion-974"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"An ideal vertical curve to join two gradients, is",circular,parabolic,elliptical,hyperbolic,none of these.,B," No answer description available for this question. <a href=""discussion-839"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the correct statement from the following :,the eyepiece plays no part in defining the line of sight,the diaphragm plays no part in defining the line of sight,the optical centre of the objective plays no part in defining the line of sight,none of these., ,A," No answer description available for this question. <a href=""discussion-962"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The intercept of a staff,is maximum if the staff is held truly normal to the line of sight.,is minimum if the staff is held truly normal to the line of sight.,decreases if the staff is tilted away from normal,increases if the staff is tilted towards normal., ,B," No answer description available for this question. <a href=""discussion-807"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The radius of curvature of the arc of the bubble tube is generally kept,10 m,25 m,50 m,100 m, ,D," No answer description available for this question. <a href=""discussion-951"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"If S is the length of a subchord and R is the radius of simple curve, the angle of deflection between its tangent and sub-chord, in minutes, is equal to",573 S/R,573 R/S,171.9 S/R,1718.9 R/S,1718.9 S/R.,E," No answer description available for this question. <a href=""discussion-833"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The real image of an object formed by the objective, must lie",in the plane of cross hairs,at the centre of the telescope,at the optical centre of the eye-piece,anywhere inside the telescope., ,A," No answer description available for this question. <a href=""discussion-687"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,In chain surveying tie lines are primarily provided,to check the accuracy of the survey,to take offsets for detail survey,to avoid long offsets from chain lines,to increase the number of chain lines., ,C," No answer description available for this question. <a href=""discussion-663"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the correct statement from the following :,the tangent screw enables to give small movement under conditions of smooth and positive control,standing on the tripod is the levelling head or trib arch,the levelling screws are used to tilt the instrument so that its rotation axis is truly vertical,all the above., ,D," No answer description available for this question. <a href=""discussion-959"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"One of the Lehmann's rules of plane tabling, is",location of the instrument station is always distant from each of the three rays from the known points in proportion to their distances,"when looking in the direction of each of the given points, the instrument station will be on the right side of one and left side of the other ray",when the instrument station is outside the circumscribing circle its location is always on the opposite side of the ray to the most distant point as the inter-section of the other two rays,none of these., ,A," No answer description available for this question. <a href=""discussion-734"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"If f1 and f2 are the distances from the optical centre of a convex lens of focal length f to conjugate two points P1 and P2 respectively, the following relationship holds good",f = f1 + f2,"<i>f</i> = <img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/56-3.94-2.png"">(<i>f</i><sub>1</sub> + <i>f</i><sub>2</sub>)","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/72-3.307-1.png"">",none of these., ,C," No answer description available for this question. <a href=""discussion-933"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The accuracy of measurement in chain surveying, does not depend upon",length of the offset,scale of the plotting,importance of the features,general layout of the chain lines., ,D," No answer description available for this question. <a href=""discussion-667"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"If a 30 m chain diverges through a perpendicular distance d from its correct alignment, the error in length, is","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/51-3.20-1.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/51-3.20-2.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/51-3.20-3.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/51-3.20-4.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/51-3.20-5.png"">.",A," No answer description available for this question. <a href=""discussion-653"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Diopter is the power of a lens having a focal length of,25 cm,50 cm,75 cm,100 cm,125 cm,D," No answer description available for this question. <a href=""discussion-930"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"An imaginary line joining the points of equal elevation on the surface of the earth, represents",contour surface,contour gradient,contour line,level line,none of these.,C," No answer description available for this question. <a href=""discussion-707"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The 'fix' of a plane table station with three known points, is bad if the plane table station lies",in the great triangle,outside the great triangle,on the circumference of the circumscribing circle,none of these., ,C," No answer description available for this question. <a href=""discussion-733"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,In chain surveying field work is limited to,linear measurements only,angular measurements only,both linear and angular measurements,all the above., ,A," No answer description available for this question. <a href=""discussion-664"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Two concave lenses of 60 cm focal length are cemented on either side of a convex lens of 15 cm focal length. The focal length of the combination is,10 cm,20 cm,30 cm,40 cm, ,C," No answer description available for this question. <a href=""discussion-932"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"In quadrantal bearing system, back bearing of a line may be obtained from its forward bearing, by","adding 180°, if the given bearing is less than 180°","subtracting 180°, if the given bearing, is more than 180°","changing the cardinal points, i.e. substituting N for S and E for W and vice-versa",none of these., ,C," No answer description available for this question. <a href=""discussion-760"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Accuracy of 'fix' by two point problem, is",bad,good,not reliable,unique., ,C," No answer description available for this question. <a href=""discussion-739"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,A bearing of a line is also known as,magnetic bearing,true bearing,azimuth,reduced bearing, ,B," No answer description available for this question. <a href=""discussion-879"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,True meridians are generally preferred to magnetic meridians because,these converge to a point,these change due to change in time,these remain constant.,None of these., ,C," No answer description available for this question. <a href=""discussion-755"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the correct statement from the following :,the apparent error on reversal is twice the actual error,the correction may be made equal to half the observed discrepancy.,the good results may be obtained from a defective instrument by reversing and taking the mean of two erroneous results,all the above., ,D," No answer description available for this question. <a href=""discussion-927"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The most reliable method of plotting a theodolite traverse, is",by consecutive co-ordinates of each station,by independent co-ordinates of each station,by plotting included angles and scaling off each traverse leg,by the tangent method of plotting., ,B," No answer description available for this question. <a href=""discussion-783"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The difference of level between a point below the plane of sight and one above, is the sum of two staff readings and an error would be produced equal to",the distance between the zero of gradient and the foot of the staff,twice the distance between the zero of graduation and the foot of the staff,thrice the distance between the zero of graduation and the foot of the staff,none of the above., ,B," No answer description available for this question. <a href=""discussion-996"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Offsets are measured with an accuracy of 1 in 40. If the point on the paper from both sources of error (due to angular and measurement errors) is not to exceed 0.05 cm on a scale of 1 cm = 20 m, the maximum length of offset should be limited to",14.14,28.28 m,200 m,none of these., ,B," No answer description available for this question. <a href=""discussion-896"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The probable error of the adjusted bearing at the middle is,"<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/56-3.94-2.png""> <i>r</i><span class=""root""><i>n</i></span>","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/56-3.94-1.png""> <i>r</i><span class=""root""><i>n</i></span>","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/56-3.94-3.png""> <i>r</i><span class=""root""><i>n</i></span>","<img src=""https://www.indiabix.com/_files/images/civil-engineering/surveying/56-3.94-4.png""> <i>r</i><span class=""root""><i>n</i></span>.", ,A," No answer description available for this question. <a href=""discussion-988"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The bearings of the lines AB and BC are 146° 30' and 68° 30'. The included angle ABC is,102°,78°,45°,none of these., ,A," No answer description available for this question. <a href=""discussion-898"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,For a closed traverse the omitted measurements may be calculated,length of one side only,bearing of one side only,both length and bearing of one side,length or bearing of adjacent side,all the above.,E," No answer description available for this question. <a href=""discussion-857"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The slope correction for a length of 30 m along a gradient of 1 in 20, is",3.75 cm,0.375 cm,37.5 cm,2.75 cm., ,A," No answer description available for this question. <a href=""discussion-651"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The main principle of surveying is to work,from part to the whole,from whole to the part,from higher level to the lower level,from lower level to higher level., ,B," No answer description available for this question. <a href=""discussion-640"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,For the construction of highway (or railway),longitudinal sections are required,cross sections are required,both longitudinal and cross sections are required,none of these., ,C," No answer description available for this question. <a href=""discussion-706"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"If the radius of a simple curve is R, the length of the chord for calculating offsets by the method of chords produced, should not exceed.",R/10,R/15,R/20,R/25., ,C," No answer description available for this question. <a href=""discussion-830"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The sensitiveness of a level tube decreases if,radius of curvature of its inner surface is increased,diameter of the tube is increased,length of the vapour bubble is increased,both viscosity and surface tension are increased., ,D," No answer description available for this question. <a href=""discussion-690"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"For true difference in elevations between two points A and B, the level must be set up",at any point between A and B,at the exact mid point of A and B,near the point A,near the point B., ,B," No answer description available for this question. <a href=""discussion-700"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"ABCD is a regular parallelogram plot of land whose angle BAD is 60°. If the bearing of the line AB is 30°, the bearing of CD, is",90°,120°,210°,270°, ,C," No answer description available for this question. <a href=""discussion-881"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Keeping the instrument height as 1.5 m, length of staff 4 m, the slope of the ground as 1 in 10, the sight on the down-slope, must be less than",30 m,25 m,20 m,15 m, ,B," No answer description available for this question. <a href=""discussion-994"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the correct statement from the following :,Box sextant is used for the measurement of horizontal angles,Cross staff is used for setting out right angles,Gradiometer is used for setting out any required gradient,Line ranger is used for locating intermediate stations on a survey line,All the above.,E," No answer description available for this question. <a href=""discussion-870"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"In a liquid limit test, the moisture content at 10 blows was 70% and that at 100 blows was 20%. The liquid limit of the soil, is",35%,50%,65%,none of these., ,C," No answer description available for this question. <a href=""discussion-1203"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The lateral earth pressure on a retaining wall,is equal to mass of the soil retained,proportional to the depth of the soil,proportional to the square of the depth of the soil,proportional to the internal friction of the soil,none of these.,D," No answer description available for this question. <a href=""discussion-1140"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The internal molecular attraction of a soil, the cohesion",decreases as the moisture content increases,increases as the moisture content decreases,is more in well compacted clays,depends upon the external applied load., ,C," No answer description available for this question. <a href=""discussion-1079"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The quantity of seepage of water through soils is proportional to,coefficient of permeability of soil,total head loss through the soil,neither (a) nor (b),both (a) and (b)., ,D," No answer description available for this question. <a href=""discussion-1089"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"When drainage is permitted under initially applied normal stress only and full primarily consolidation is allowed to take place, the test is known as",quick test,drained test,consolidated undrained test,none of these., ,C," No answer description available for this question. <a href=""discussion-1117"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The minimum water content at which the soil retains its liquid state and also possesses a small shearing strength against flowing, is known",liquid limit,plastic limit,shrinkage limit,permeability limit., ,A," No answer description available for this question. <a href=""discussion-1062"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Minimum size of the particles of silt soil, is",0.002 mm,0.04 mm,0.06 mm.,0.08 mm,1 mm,A," No answer description available for this question. <a href=""discussion-1017"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The maximum value of effective stress in the past divided by the present value, is defined as over consolidation ratio (OCR). The O.C.R. of an over consolidated clay is",less than 1,1,more than 1,None of these., ,C," No answer description available for this question. <a href=""discussion-1272"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"If Nf, Nd and H are total number flow channels, total number of potential drops and total hydraulic head differences respectively, the discharge q through the complete flow is given by (where K is a constant)","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/35-11.93-1.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/35-11.93-2.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/35-11.93-3.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/35-11.93-4.png"">", ,C," No answer description available for this question. <a href=""discussion-1096"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,Pick up the clay soil group which does not swell when wet from the following :,Kaolinite group,Illite group,Vermiculite group,Montrorillonite group., ,B," No answer description available for this question. <a href=""discussion-1226"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Factor of safety against sliding of a slope, is the ratio of",actual cohesion to that required to maintain stability of slope,shear strength to shear stress along the surface,neither (a) nor (b),both (a) and (b)., ,D," No answer description available for this question. <a href=""discussion-1151"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The ratio of the volume of voids to the volume of soil solids in a given soil mass, is known",porosity,specific gravity,void ratio,water content., ,C," No answer description available for this question. <a href=""discussion-1023"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"A compacted soil sample using 10% moisture content has a weight of 200 g and mass unit weight of 2.0 g/cm3. If the specific gravity of soil particles and water are 2.7 and 1.0, the degree of saturation of the soil is",11.10%,55.60%,69.60%,none of these., ,B," No answer description available for this question. <a href=""discussion-1200"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"A partially saturated sample of soil has a unit weight of 2.0 g/cm3 and specific gravity of soil particles is 2.6. If the moisture content in the soil is 20%, the degree of saturation is",20%,77%,92%,none of these., ,C," No answer description available for this question. <a href=""discussion-1205"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Minimum depth of a footing carrying a heavy load, is calculated by the formula","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/42-11-178-1.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/42-11-178-2.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/42-11-178-3.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/42-11-178-4.png"">", ,B," No answer description available for this question. <a href=""discussion-1181"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"According to Coulomb's wedge theory, the active earth pressure slides the wedge",down and outwards on a slip surface,up and inwards on a slip surface,horizontal upward and parallel to base,horizontal inward and parallel to base., ,A," No answer description available for this question. <a href=""discussion-1146"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The coefficient of curvature is defined,"<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/48-11-252-1.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/48-11-252-2.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/48-11-252-3.png"">","<img src=""https://www.indiabix.com/_files/images/civil-engineering/soil-mechanics-and-foundation-engineering/48-11-252-4.png"">", ,C," No answer description available for this question. <a href=""discussion-1254"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,The effective size of particles of soil is denoted by,D10,D20,D30,D60, ,A," No answer description available for this question. <a href=""discussion-1253"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"Degree of saturation of a natural soil deposit having water content 15%, specific gravity 2.50 and void ratio 0.5, is",50%,60%,75%,80%, ,C," No answer description available for this question. <a href=""discussion-1039"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"The coefficient of compressibility of soil, is the ratio of",stress to strain,strain to stress,stress to settlement,rate of loading to that of settlement., ,B," No answer description available for this question. <a href=""discussion-1109"">Let us discuss</a>. "
Civil Engineering,Micellaneous, ,"If the failure of a finite slope occurs through the toe, it is known as",slope failure,face failure,base failure,toe failure., ,D," No answer description available for this question. <a href=""discussion-1157"">Let us discuss</a>. "
