Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Electronics Engineering,Voltage and Current, ,A voltmeter is used:,to measure current,in series with the circuit,in parallel with the circuit,to measure coulombs, ,C," No answer description available for this question. <a href=""discussion-788"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,"If the current in a circuit equals 0 A, it is likely that the",voltage is too high,resistance is too low,circuit has a short,circuit is open, ,D," No answer description available for this question. <a href=""discussion-48"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Current equals:,"<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mca1_1002a1.gif"" alt=""mca1_1002a1.gif"">",coulombs Ã time,"<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mca1_1002c1.gif"" alt=""mca1_1002c1.gif"">",voltage Ã time, ,A," No answer description available for this question. <a href=""discussion-780"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,What are the unit and symbol for current?,"Ampere, A","Coulomb, I","Ampere, Q","Ampere, I", ,D," No answer description available for this question. <a href=""discussion-42"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Which part of an atom has no electrical charge?,Electron,Neutron,Proton,All of the above, ,B," No answer description available for this question. <a href=""discussion-37"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Which voltage source converts chemical energy to electrical energy?,Electrical generator,Battery,Solar cell,Electronic power supply, ,B," No answer description available for this question. <a href=""discussion-40"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,An example of potential energy is:,tea-kettle steam,a moving vehicle,the sun,a battery, ,D," No answer description available for this question. <a href=""discussion-803"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,"If 40 C of charge flow past a point in 20 s, what is the current?",2:00 AM,0.5 A,20 A,40 A, ,A," No answer description available for this question. <a href=""discussion-43"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Batteries differ from fuel cells in that,a battery is a closed system,a battery uses hydrogen and oxygen to create electricity,a battery uses a polymer electrolyte membrane,none of the above, ,A," No answer description available for this question. <a href=""discussion-53"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,The removal of a non-neutral subatomic particle converts the atom into a:,charged ion,nucleus,heavier element,compound, ,A," No answer description available for this question. <a href=""discussion-794"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,One coulomb passing a point in one second is one:,ampere,volt,ohm,charge, ,A," No answer description available for this question. <a href=""discussion-798"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,In which states may matter may be found?,"solid, liquid, or mineral","solid, gas, or liquid","mineral, gas, or liquid","plastic, solid, or gas", ,B," No answer description available for this question. <a href=""discussion-790"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Material that consists of a mixture of elements is considered to be:,an element,an ion,a compound,a molecule, ,C," No answer description available for this question. <a href=""discussion-796"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,How many valence shell electrons are there in semiconductor atoms?,16,8,4,2, ,C," No answer description available for this question. <a href=""discussion-38"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,When considering conventional current versus electron current flow:,electron current flow came first,protons move in conventional current flow,conventional current flow came first,the direction of current is the same in both methods, ,C," No answer description available for this question. <a href=""discussion-786"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Which unit of charge contains 6.25 Ã 1018 electrons?,An ampere,A coulomb,A volt,A joule, ,B," No answer description available for this question. <a href=""discussion-49"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,A switch is a device that:,short circuits complex circuits,holds a fuse,has double poles,opens or completes a current path, ,D," No answer description available for this question. <a href=""discussion-809"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,The term used to designate electrical pressure is:,voltage,current,resistance,conductance, ,A," No answer description available for this question. <a href=""discussion-783"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Which electronics material opposes the movement of free electrons?,Conductor,Insulator,Semiconductor,Element, ,B," No answer description available for this question. <a href=""discussion-39"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Current is considered as the movement of:,electrons,protons,charge,nuclei, ,A," No answer description available for this question. <a href=""discussion-797"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,A lead-acid battery is an example of a,solar cell,fuel cell,primary battery,secondary battery, ,D," No answer description available for this question. <a href=""discussion-52"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,The charge of one coulomb is equal to:,6.24 x 10â18 electrons,one ampere,one second,6.24 x 1018 electrons, ,D," No answer description available for this question. <a href=""discussion-799"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,A basic electric circuit is made up of what components?,"A load, a resistor, and a conductive path for current","A voltage source, a load, and a conductive path for current","A voltage source, a conductive path for current, and a battery","A conductive path for current, a battery, and a copper wire", ,B," No answer description available for this question. <a href=""discussion-46"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,An ammeter is used to measure,voltage,current,resistance,All of the above, ,B," No answer description available for this question. <a href=""discussion-47"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,What is the name of the pressure that moves electrons in a closed circuit?,amperes,ohms,voltage,coulombs, ,C," No answer description available for this question. <a href=""discussion-800"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,What is a characteristic of a secondary cell?,rechargeability,not rechargeable,a dry cell,non-liquid, ,A," No answer description available for this question. <a href=""discussion-804"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,What are the basic building blocks that all matter is composed of?,"electrons, neutrons, and protons",two protons for each neutron,two protons for each electron,"electrons, neutrons, and charged ions", ,A," No answer description available for this question. <a href=""discussion-792"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,"If a fluid system is compared to an electrical system, the fluid pump will correspond to a:",conductor,lamp,battery,insulator, ,C," No answer description available for this question. <a href=""discussion-781"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,An element is a substance that is:,varied throughout the entire piece,used only in electronics,electrically charged,found only in its pure form, ,D," No answer description available for this question. <a href=""discussion-791"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Current is:,the presence of a positive charge,the abundance of electrons,the movement of electrons,the repulsion of electrons, ,C," No answer description available for this question. <a href=""discussion-785"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,What do you call a diagram that shows the electrical connections of a circuit's components?,A schematic diagram,A pictorial diagram,A block diagram,An electrical diagram, ,A," No answer description available for this question. <a href=""discussion-51"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,A short circuit will have:,a small current flow,a large current flow,no current flow,some current flow, ,B," No answer description available for this question. <a href=""discussion-789"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,The basic difference between a fuse and a circuit breaker is,a fuse is slower,a fuse is reusable,a circuit breaker is reusable,a circuit breaker is more reliable, ,C," No answer description available for this question. <a href=""discussion-50"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Which is the smallest?,atom,proton,neutron,electron, ,D," No answer description available for this question. <a href=""discussion-784"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,"A secondary cell generates dc via chemical activity, a primary cell generates dc:",electrically,thermally,optically,chemically, ,D," No answer description available for this question. <a href=""discussion-806"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,Which of the following statements is true?,Unlike charges repel and like charges attract.,Like charges repel and unlike charges attract.,Unlike charges attract and like charges attract.,Like charges repel and unlike charges repel., ,B," No answer description available for this question. <a href=""discussion-795"">Let us discuss</a>. "
Electronics Engineering,Voltage and Current, ,"If an electrical system is compared to a fluid system, the electrical current corresponds to the:",pressure,pump,water wheel,water flow, ,D," No answer description available for this question. <a href=""discussion-782"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"When parallel resistors are of three different values, which has the greatest power loss?",The smallest resistance,The largest resistance,They have the same power loss.,Voltage and resistance values are needed., ,A," No answer description available for this question. <a href=""discussion-173"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What is the product-over-sum result of 150 and 6800?,150,146.7,0.006,6800, ,B," No answer description available for this question. <a href=""discussion-978"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,The voltage across any branch of a parallel circuit:,varies as the total current varies,is inversely proportional to total circuit resistance,is equally applied to all branch conductances,is dropped in proportion to each branch resistance, ,C," No answer description available for this question. <a href=""discussion-951"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What is the total power loss if 2 k and 1 k parallel-connected resistors have an IT of 3 mA?,"6 <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mu.gif"" align=""middle"">W","36 <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mu.gif"" align=""middle"">W",6 mW,36 mW, ,C," No answer description available for this question. <a href=""discussion-975"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What happens to total resistance in a circuit with parallel resistors if one of them opens?,It increases.,It halves.,It remains the same.,It decreases., ,A," No answer description available for this question. <a href=""discussion-977"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,Components that connect in parallel form:,branches,open circuits,short circuits,a voltage divider, ,A," No answer description available for this question. <a href=""discussion-963"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,A parallel circuit differs from a series circuit in that a parallel circuit has,no path for current flow,fewer paths for current flow,one path for current flow,more than one path for current flow, ,D," No answer description available for this question. <a href=""discussion-170"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ," In the given circuit, Channel 1 of the stereo amplifier outputs 12 V to the speakers. How much total current is the amplifier providing to the speakers?",12:00 AM,1.5 A,3:00 AM,More information is needed to find the total current provided to the speakers., ,C," No answer description available for this question. <a href=""discussion-166"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"If two parallel-connected resistors dissipate 6 watts and 10 watts of power, then what is the total power loss?",3.75 watts,4 watts,16 watts,60 watts, ,C," No answer description available for this question. <a href=""discussion-972"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,Which component is shorted?,R1,R2,R3,R4, ,D," No answer description available for this question. <a href=""discussion-961"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ," What would these meter readings indicate about the circuit in the given circuit?Meter Readings: I = 7.6 mA, V = 12 V",R1 is open.,R2 is open.,The fuse is open.,The circuit is operating normally., ,B," No answer description available for this question. <a href=""discussion-167"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ," In the given circuit, Channel 1 of the stereo amplifier outputs 12 V to the speakers. How much total power is the amplifier delivering to the speakers?",0 W,18 W,36 W,More information is needed to find the total power delivered to the speakers., ,C," No answer description available for this question. <a href=""discussion-165"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"If a 1 k and a 2 k resistor are parallel-connected across a 12 V supply, how much current is received by the 2 k resistor?",4 mA,6 mA,8 mA,12 mA, ,B," No answer description available for this question. <a href=""discussion-966"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, , What does VS equal in the given circuit?,0 V,9 V,27 V,More information is needed to find VS., ,B," No answer description available for this question. <a href=""discussion-160"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,The current through R1 will be:,128 mA,88 mA,48 mA,2.2 mA, ,C," No answer description available for this question. <a href=""discussion-955"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,The voltage read by the voltmeter will be:,24 V,12 V,6 V,4 V, ,B," No answer description available for this question. <a href=""discussion-954"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,Which component is of the wrong value?,R1,R2,R3,R4, ,A," No answer description available for this question. <a href=""discussion-962"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What does I3 equal in the given circuit?,5 mA,45 mA,50 mA,100 mA, ,A," No answer description available for this question. <a href=""discussion-164"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What is the total power of the circuit?,2.2 W,4.2 W,6.2 W,8.2 W, ,B," No answer description available for this question. <a href=""discussion-958"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"What are the individual values of two parallel resistors whose RT is 8 ohms, when one has double the resistance of the other?",2.7 ohms and 5.3 ohms,8 ohms and 16 ohms,10 ohms and 20 ohms,12 ohms and 24 ohms, ,D," No answer description available for this question. <a href=""discussion-969"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"When a parallel 5 k resistor and a 25 k resistor have a 10 V supply, what is the total power loss?",2.4 mW,3.3 mW,24 mW,33 mW, ,C," No answer description available for this question. <a href=""discussion-974"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,In a parallel resistive circuit:,there is more than one current path between two points,the voltage applied divides between the branches,the total branch power exceeds the source power,the total circuit conductance is less than the smallest branch conductance, ,A," No answer description available for this question. <a href=""discussion-950"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What is the total resistance?,"7 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","1 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","706 <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","353 <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">", ,D," No answer description available for this question. <a href=""discussion-956"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,Kirchhoff's current law for parallel circuits states that the:,sum of all branch voltages equals zero,total circuit resistance is less than the smallest branch resistor,sum of currents into a junction is equal to the difference of all the branch currents,sum of the total currents flowing out of a junction equals the sum of the total currents flowing into that junction, ,D," No answer description available for this question. <a href=""discussion-952"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,Which component is open?,R1,R2,R3,R4, ,C," No answer description available for this question. <a href=""discussion-960"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"What would these meter readings indicate about the circuit in the given circuit?Meter Readings: I = 0 mA, V = 0 V",R1 is open.,R2 is open.,The fuse is open.,The circuit is operating normally., ,C," No answer description available for this question. <a href=""discussion-169"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"If 550 mA of current leaves a node that had 250 mA entering from one branch, how much current would enter from the other?",250 mA,300 mA,550 mA,800 mA, ,B," No answer description available for this question. <a href=""discussion-964"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ," What would these meter readings indicate about the circuit in the given circuit?Meter Readings: I = 10 mA, V = 12 V",R1 is open.,R2 is open.,The fuse is open.,The circuit is operating normally., ,D," No answer description available for this question. <a href=""discussion-168"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What does RT equal in the given circuit?,"90 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","180 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","200 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","1.8 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">", ,A," No answer description available for this question. <a href=""discussion-162"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What procedure should be followed when troubleshooting with an ammeter or voltmeter?,Short the leads and adjust.,Check the meterâs external power supply.,Start with the highest scale and adjust down to a lower scale.,Start with the lowest scale and adjust up to a higher scale., ,C," No answer description available for this question. <a href=""discussion-953"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,A parallel circuit is also used as a divider for:,conductance,voltage,power,current, ,D," No answer description available for this question. <a href=""discussion-965"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,"What is RT for a 12 k, a 4 k, and a 3 k resistor in parallel?","1.5 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","2 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","6.3 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","19 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">", ,A," No answer description available for this question. <a href=""discussion-968"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What is the total resistance of four 1 k parallel-connected resistors?,200 ohms,250 ohms,400 ohms,4 kilohms, ,B," No answer description available for this question. <a href=""discussion-970"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,Which are the better test devices used to isolate a suspected open component within a parallel circuit?,a voltmeter or an ohmmeter,neither an ammeter nor a voltmeter,a wattmeter or a voltmeter,an ammeter or an ohmmeter, ,D," No answer description available for this question. <a href=""discussion-976"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What does P2 equal in the given circuit?,45 mW,405 mW,450 mW,900 mW, ,B," No answer description available for this question. <a href=""discussion-163"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What does R1 equal in the given circuit?,"90 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","180 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","200 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","1.8 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">", ,B," No answer description available for this question. <a href=""discussion-161"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What is the total resistance?,"1.045 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","1.545 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","2.045 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","2.545 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">", ,B," No answer description available for this question. <a href=""discussion-959"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,What is RT for fifteen 2 M resistors all connected in parallel?,"133 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","300 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","750 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","30 M<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">", ,A," No answer description available for this question. <a href=""discussion-971"">Let us discuss</a>. "
Electronics Engineering,Parallel Circuits, ,Which is considered to be the common reference for a parallel circuit?,Voltage,Current,Power,Resistance, ,A," No answer description available for this question. <a href=""discussion-171"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"In a 20 Vac series RC circuit, if 20 V is measured across the resistor and 40 V is measured across the capacitor, the applied voltage is:",45 V,50 V,55 V,60 V, ,A," No answer description available for this question. <a href=""discussion-1118"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"Select the equation below that represents the relationship between charge, capacitance, and voltage for a capacitor.",Q = CV,C = QV,"<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mca7_1002c1.gif"" align=""absmiddle"">",V = IR, ,A," No answer description available for this question. <a href=""discussion-1076"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,When is a capacitor fully charged?,"when the voltage across its plates is <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/onehalf.gif"" align=""absmiddle""> of the voltage from ground to one of its plates",when the current through the capacitor is the same as when the capacitor is discharged,when the voltage across the plates is 0.707 of the input voltage,when the current through the capacitor is directly proportional to the area of the plates, ,B," No answer description available for this question. <a href=""discussion-1079"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,  What is the reactive power in the given circuit?,0 VAR,"691 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/mu.gif"" alt=""mu.gif"" align=""absmiddle"">VAR",44.23 mVAR,1.45 kVAR, ,C," No answer description available for this question. <a href=""discussion-326"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"What is the angle theta value for a 5.6 F capacitor and a 50-ohm resistor in series with a 1.1 kHz, 5 Vac source?",27.3 degrees,62.7 degrees,â27.3 degrees,â62.7 degrees, ,C," No answer description available for this question. <a href=""discussion-1122"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"When a 4.7 F capacitor is connected to a 1 kHz source, what is its capacitive reactance?",4.7 ohms,29.5 ohms,34 ohms,213 ohms, ,C," No answer description available for this question. <a href=""discussion-1116"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,What is the total capacitance?,1 F,12 F,0.615 F,8 F, ,B," No answer description available for this question. <a href=""discussion-1082"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,What is this circuit?,bandpass filter,high-pass filter,low-pass filter,differentiator, ,B," No answer description available for this question. <a href=""discussion-1113"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,After which time constant can a capacitor be considered to be fully charged?,first,third,fifth,seventh, ,C," No answer description available for this question. <a href=""discussion-1099"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,You could increase the time constant of an RC circuit by,adding a resistor in parallel with the circuit resistance,adding a capacitor in parallel with the circuit capacitance,increasing the amplitude of the input voltage,exchanging the position of the resistor and capacitor in the circuit, ,B," No answer description available for this question. <a href=""discussion-332"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,A capacitor's rate of charge is considered:,magnetic,a current block,linear,exponential, ,D," No answer description available for this question. <a href=""discussion-1101"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,A resistor and an output capacitor form a series circuit with a square wave applied. The circuit is:,an integrator,a differentiator,a multiplier,a divider, ,A," No answer description available for this question. <a href=""discussion-1133"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"If an open capacitor is checked with an ohmmeter, the needle will:",stay on zero,stay on infinity,move from zero to infinity,move from infinity to zero, ,B," No answer description available for this question. <a href=""discussion-1128"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,What is the circuit's total current?,4.57 mA,9.327 mA,11.570 mA,13.830 mA, ,A," No answer description available for this question. <a href=""discussion-1111"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"As a capacitor is being charged, current flowing into the capacitor will:",increase,decrease,remain the same,cannot tell, ,B," No answer description available for this question. <a href=""discussion-1088"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,What is the phase shift between the voltage across the resistor and the voltage from the source?,VR leads VS by 17Â°,VR leads VS by 73Â°,VR lags VS by 73Â°,VR lags VS by 17Â°, ,B," No answer description available for this question. <a href=""discussion-1109"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,A capacitor stores energy within a dielectric between the conducting plates in the form of:,a magnetic field,positive voltage,negative voltage,an electric field, ,D," No answer description available for this question. <a href=""discussion-1087"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"As a capacitor is being charged, the voltage across its terminals will:",increase,decrease,remain the same,oppose the source, ,A," No answer description available for this question. <a href=""discussion-1089"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"With a 500 kHz signal source, what would be the value of a capacitor yielding a capacitive reactance of 1 k ?",318 pF,2 nF,"3.18 <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mu.gif"" align=""absmiddle"">F",2 F, ,A," No answer description available for this question. <a href=""discussion-1117"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"After a capacitor has charged for 1 tc, what percentage of current remains in the resistor?",63.2,36.8,13.5,5, ,B," No answer description available for this question. <a href=""discussion-1105"">Let us discuss</a>. "
Electronics Engineering,Capacitors, ,"If a current of 40 mA flows through a series circuit consisting of a 0.4 F capacitor and a resistor in series with a 4 kHz, 40 Vac source, what is the total circuit impedance?","10 <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","100 <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","1 k <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","1 M <img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" alt=""omega.gif"" align=""absmiddle"">", ,C," No answer description available for this question. <a href=""discussion-1121"">Let us discuss</a>. "
