Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Wall2. Clay3. House4. Room5. Bricks ,"5, 2, 1, 4, 3","2, 5, 4, 1, 3","2, 5, 1, 4, 3","1, 2, 3, 4, 5", ,C," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Clay</td><td>Bricks</td><td>Wall</td><td>Room</td><td>House</td></tr> <tr><td>2</td><td>5</td><td>1</td><td>4</td><td>3</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Probation2. Interview3. Selection4. Appointment5. Advertisement6. Application,"5, 6, 3, 2, 4, 1","5, 6, 4, 2, 3, 1","5, 6, 2, 3, 4, 1","6, 5, 4, 2, 3, 1", ,C," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Advertisement</td><td>Application</td><td>Interview</td><td>Selection</td><td>Appointment</td><td>Probation</td></tr> <tr><td>5</td><td>6</td><td>2</td><td>3</td><td>4</td><td>1</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Elephant2. Cat3. Mosquito4. Tiger5. Whale ,"5, 3, 1, 2, 4","3, 2, 4, 1, 5","1, 3, 5, 4, 2","2, 5, 1, 4, 3", ,B," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Mosquito</td><td>Cat</td><td>Tiger</td><td>Elephant</td><td>Whale</td></tr> <tr><td>3</td><td>2</td><td>4</td><td>1</td><td>5</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Yarn2. Plant3. Saree4. Cotton5. Cloth ,"2, 4, 5, 1, 3","2, 4, 3, 5, 1","2, 4, 1, 5, 3","2, 4, 5, 3, 1", ,C," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Plant</td><td>Cotton</td><td>Yarn</td><td>Cloth</td><td>Saree</td></tr> <tr><td>2</td><td>4</td><td>1</td><td>5</td><td>3</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Infant2. Old3. Adult4. Adolescent5. Child ,"5, 4, 3, 2, 1","3, 4, 2, 1, 5","2, 3, 4, 5, 1","1, 5, 4, 3, 2", ,D," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Infant</td><td>Child</td><td>Adolescent</td><td>Adult</td><td>Old</td></tr> <tr><td>1</td><td>5</td><td>4</td><td>3</td><td>2</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Leaves2. Branch3. Flower4. Tree5. Fruit ,"4, 3, 1, 2, 5","4, 2, 5, 1, 3","4, 3, 2, 1, 5","4, 2, 1, 3, 5", ,D," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Tree</td><td>Branch</td><td>Leaves</td><td>Flower</td><td>Fruit</td></tr> <tr><td>4</td><td>2</td><td>1</td><td>3</td><td>5</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Tree2. Seed3. Flowers4. Fruit5. Plant ,"5, 2, 1, 3, 4","2, 5, 1, 4, 3","2, 5, 1, 3, 4","2, 5, 3, 1, 4", ,C," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Seed</td><td>Plant</td><td>Tree</td><td>Flowers</td><td>Fruit</td></tr> <tr><td>2</td><td>5</td><td>1</td><td>3</td><td>4</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Adult2. Child3. Infant4. Boy5. Adolescent ,"1, 3, 4, 5, 2","2, 3, 5, 4, 1","2, 3, 4, 1, 5","3, 2, 4, 5, 1", ,D," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Infant</td><td>Child</td><td>Boy</td><td>Adolescent</td><td>Adult</td></tr> <tr><td>3</td><td>2</td><td>4</td><td>5</td><td>1</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Protect2. Pressure3. Relief4. Rain5. Flood ,"2, 4, 3, 1, 5","2, 4, 5, 1, 3","2, 5, 4, 1, 3","3, 2, 4, 5, 1", ,B," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Pressure</td><td>Rain</td><td>Flood</td><td>Protect</td><td>Relief</td></tr> <tr><td>2</td><td>4</td><td>5</td><td>1</td><td>3</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Presentation2. Recommendation3. Arrival4. Discussion5. Introduction ,"5, 3, 4, 1, 2","3, 5, 4, 2, 1","3, 5, 1, 4, 2","5, 3, 1, 2, 4", ,C," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Arrival</td><td>Introduction</td><td>Presentation</td><td>Discussion</td><td>Recommendation</td></tr> <tr><td>3</td><td>5</td><td>1</td><td>4</td><td>2</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Income2. Status3. Education4. Well-being5. Job ,"3, 1, 5, 2, 4","1, 3, 2, 5, 4","1, 2, 5, 3, 4","3, 5, 1, 2, 4", ,D," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Education</td><td>Job</td><td>Income</td><td>Status</td><td>Well-being</td></tr> <tr><td>3</td><td>5</td><td>1</td><td>2</td><td>4</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Heel2. Shoulder3. Skull4. Neck5. Knee6. Chest7. Thigh8. Stomach9. Face10. Hand,"3, 4, 7, 9, 2, 5, 8, 10, 6, 1","3, 9, 4, 2, 10, 6, 8, 7, 5, 1","2, 4, 7, 10, 1, 5, 8, 9, 6, 3","4, 7, 10, 1, 9, 6, 2, 5, 8, 3", ,B," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Skull</td><td>Face</td><td>Neck</td><td>Shoulder</td><td>Hand</td><td>Chest</td><td>Stomach</td><td>Thigh</td><td>Knee</td><td>Heel</td></tr> <tr><td>3</td><td>9</td><td>4</td><td>2</td><td>10</td><td>6</td><td>8</td><td>7</td><td>5</td><td>1</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"                            In each of the following questions, arrange the given words in a meaningful sequence and thus find the correct answer from alternatives.                        ",Arrange the words given below in a meaningful sequence.1. Rainbow2. Rain3. Sun4. Happy5. Child ,"4, 2, 3, 5, 1","2, 3, 1, 5, 4","4, 5, 1, 2, 3","2, 1, 4, 5, 3", ,B," <p>The correct order is :</p> <p> <table class=""vr-tbl-lseq-explanation"" cellpadding=""4"" cellspacing=""0""> <tbody><tr><td>Rain</td><td>Sun</td><td>Rainbow</td><td>Child</td><td>Happy</td></tr> <tr><td>2</td><td>3</td><td>1</td><td>5</td><td>4</td></tr> </tbody></table> </p> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: Some actors are singers. All the singers are dancers.Conclusions:Some actors are dancers.No singer is actor.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,A," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-18.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All the harmoniums are instruments. All the instruments are flutes.Conclusions:All the flutes are instruments.All the harmoniums are flutes.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,B," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-2.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: Some mangoes are yellow. Some tixo are mangoes.Conclusions:Some mangoes are green.Tixo is a yellow.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,D," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-13.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: Some ants are parrots. All the parrots are apples.Conclusions:All the apples are parrots.Some ants are apples.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,B," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-11.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: Some papers are pens. All the pencils are pens.Conclusions:Some pens are pencils.Some pens are papers.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,E," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-3.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All the actors are girls. All the girls are beautiful.Conclusions:All the actors are beautiful.Some girls are actors.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,E," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-20.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All the windows are doors. No door is a wall.Conclusions:Some windows are walls.No wall is a door.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,B," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-15.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All cups are books. All books are shirts.Conclusions:Some cups are not shirts.Some shirts are cups.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,B," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-17.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: Some cows are crows. Some crows are elephants.Conclusions:Some cows are elephants.All crows are elephants.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,D," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-10.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All the pencils are pens. All the pens are inks.Conclusions:All the pencils are inks.Some inks are pencils.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,E," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-9.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: Some dogs are bats. Some bats are cats.Conclusions:Some dogs are cats.Some cats are dogs.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,D," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-7.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All the trucks are flies. Some scooters are flies.Conclusions:All the trucks are scooters.Some scooters are trucks.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,D," <p><img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-12.png""></p><p>Neither (1) nor (2) follows.</p> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All buildings are chalks. No chalk is toffee.Conclusions:No building is toffeeAll chalks are buildings.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,A," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-16.png""> "
Verbal Reasoning,Miscellaneous,"In each of the following questions two statements are given and these statements are followed by two conclusions numbered (1) and (2). You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusions and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only (1) conclusion follows(B) If only (2) conclusion follows(C) If either (1) or (2) follows(D) If neither (1) nor (2) follows and(E) If both (1) and (2) follow.",Statements: All cars are cats. All fans are cats.Conclusions:All cars are fans.Some fans are cars.,Only (1) conclusion follows,Only (2) conclusion follows,Either (1) or (2) follows,Neither (1) nor (2) follows,Both (1) and (2) follow,D," <img src=""https://www.indiabix.com/_files/images/verbal-reasoning/syllogism/4-33-1-19.png""> "
Verbal Reasoning,Miscellaneous,Below in each of the questions are given two statements I and II. These statements may be either independent causes or may be effects of independent causes or a common cause. One of these statements may be the effect of the other statements. Read both the statements and decide which of the following answer choice correctly depicts the relationship between these two statements.Mark answer(A) If statement I is the cause and statement II is its effect.(B) If statement II is the cause and statement I is its effect.(C) If both the statements I and II are independent causes.(D) If both the statements I and II are effects of independent causes.(E) If both the statements I and II are effects of some common cause.,Statements:Standard of living among the middle class society is constantly going up since part of few years.Indian Economy is observing remarkable growth.,Statement I is the cause and statement II is its effect.,Statement II is the cause and statement I is its effect.,Both the statements I and II are independent causes.,Both the statements I and II are effects of independent causes.,Both the statements I and II are effects of some common cause.,A, Since the standard of living among the middle class society is constantly going up so Indian Economy is observing remarkable growth. 
Verbal Reasoning,Miscellaneous,Below in each of the questions are given two statements I and II. These statements may be either independent causes or may be effects of independent causes or a common cause. One of these statements may be the effect of the other statements. Read both the statements and decide which of the following answer choice correctly depicts the relationship between these two statements.Mark answer(A) If statement I is the cause and statement II is its effect.(B) If statement II is the cause and statement I is its effect.(C) If both the statements I and II are independent causes.(D) If both the statements I and II are effects of independent causes.(E) If both the statements I and II are effects of some common cause.,Statements:The meteorological Department has issued a statement mentioning deficient rainfall during monsoon in many parts of the country.The Government has lowered the revised estimated GDP growth from the level of earlier estimates.,Statement I is the cause and statement II is its effect.,Statement II is the cause and statement I is its effect.,Both the statements I and II are independent causes.,Both the statements I and II are effects of independent causes.,Both the statements I and II are effects of some common cause.,D, Both the statements I and II are effects of independent causes. 
